Taxon,Species,Trait,Value,Source
Trees,Abies alba,LA,280.402,WOODIV_v1.1
Trees,Abies alba,SeedMass,53.185,WOODIV_v1.1
Trees,Abies alba,SLA,6.82,WOODIV_v1.1
Trees,Abies alba,StemSpecDens,0.492,WOODIV_v1.1
Trees,Abies borisii-regis,SeedMass,56.01,WOODIV_v1.1
Trees,Abies cephalonica,SeedMass,67.913,WOODIV_v1.1
Trees,Abies cephalonica,SLA,6.531,WOODIV_v1.1
Trees,Abies nebrodensis,SLA,3.421,WOODIV_v1.1
Trees,Abies pinsapo,SeedMass,49.304,WOODIV_v1.1
Trees,Abies pinsapo,SLA,3.421,WOODIV_v1.1
Trees,Abies pinsapo,StemSpecDens,0.442,WOODIV_v1.1
Trees,Acer campestre,LA,3145.868,WOODIV_v1.1
Trees,Acer campestre,SeedMass,66.122,WOODIV_v1.1
Trees,Acer campestre,SLA,16.034,WOODIV_v1.1
Trees,Acer campestre,StemSpecDens,0.573,WOODIV_v1.1
Trees,Acer cappadocicum,SeedMass,89.862,WOODIV_v1.1
Trees,Acer cappadocicum,StemSpecDens,0.55,WOODIV_v1.1
Trees,Acer heldreichii,SeedMass,171.034,WOODIV_v1.1
Trees,Acer hyrcanum,SeedMass,35,WOODIV_v1.1
Trees,Acer monspessulanum,LA,920.188,WOODIV_v1.1
Trees,Acer monspessulanum,SeedMass,34.327,WOODIV_v1.1
Trees,Acer monspessulanum,SLA,12.409,WOODIV_v1.1
Trees,Acer monspessulanum,StemSpecDens,0.803,WOODIV_v1.1
Trees,Acer obtusifolium,SeedMass,41.85,WOODIV_v1.1
Trees,Acer obtusifolium,StemSpecDens,0.7,WOODIV_v1.1
Trees,Acer opalus,LA,6756.848,WOODIV_v1.1
Trees,Acer opalus,SeedMass,76.809,WOODIV_v1.1
Trees,Acer opalus,SLA,16.848,WOODIV_v1.1
Trees,Acer opalus,StemSpecDens,0.69,WOODIV_v1.1
Trees,Acer platanoides,LA,8127.194,WOODIV_v1.1
Trees,Acer platanoides,SeedMass,136.003,WOODIV_v1.1
Trees,Acer platanoides,SLA,17.843,WOODIV_v1.1
Trees,Acer platanoides,StemSpecDens,0.541,WOODIV_v1.1
Trees,Acer pseudoplatanus,LA,7856.46,WOODIV_v1.1
Trees,Acer pseudoplatanus,SeedMass,89.993,WOODIV_v1.1
Trees,Acer pseudoplatanus,SLA,14.129,WOODIV_v1.1
Trees,Acer pseudoplatanus,StemSpecDens,0.548,WOODIV_v1.1
Trees,Acer sempervirens,SeedMass,8,WOODIV_v1.1
Trees,Acer tataricum,LA,1575,WOODIV_v1.1
Trees,Acer tataricum,SeedMass,33.969,WOODIV_v1.1
Trees,Acer tataricum,SLA,21.148,WOODIV_v1.1
Trees,Aesculus hippocastanum,LA,6472.678,WOODIV_v1.1
Trees,Aesculus hippocastanum,SeedMass,10886.248,WOODIV_v1.1
Trees,Aesculus hippocastanum,SLA,14.661,WOODIV_v1.1
Trees,Aesculus hippocastanum,StemSpecDens,0.486,WOODIV_v1.1
Trees,Alnus cordata,LA,5240.638,WOODIV_v1.1
Trees,Alnus cordata,SeedMass,3.307,WOODIV_v1.1
Trees,Alnus cordata,SLA,22.698,WOODIV_v1.1
Trees,Alnus cordata,StemSpecDens,0.391,WOODIV_v1.1
Trees,Alnus glutinosa,LA,3531.688,WOODIV_v1.1
Trees,Alnus glutinosa,SeedMass,2.136,WOODIV_v1.1
Trees,Alnus glutinosa,SLA,15.544,WOODIV_v1.1
Trees,Alnus glutinosa,StemSpecDens,0.495,WOODIV_v1.1
Trees,Alnus incana,LA,1687.32,WOODIV_v1.1
Trees,Alnus incana,SeedMass,0.838,WOODIV_v1.1
Trees,Alnus incana,SLA,18.389,WOODIV_v1.1
Trees,Alnus incana,StemSpecDens,0.442,WOODIV_v1.1
Trees,Alnus orientalis,SeedMass,2.95,WOODIV_v1.1
Trees,Alnus orientalis,StemSpecDens,0.36,WOODIV_v1.1
Trees,Alnus viridis,LA,4471.35,WOODIV_v1.1
Trees,Alnus viridis,SeedMass,1.278,WOODIV_v1.1
Trees,Alnus viridis,SLA,20.886,WOODIV_v1.1
Trees,Arbutus andrachne,LA,23630.146,WOODIV_v1.1
Trees,Arbutus andrachne,SeedMass,4.386,WOODIV_v1.1
Trees,Arbutus andrachne,SLA,8.82,WOODIV_v1.1
Trees,Arbutus andrachne,StemSpecDens,0.755,WOODIV_v1.1
Trees,Arbutus unedo,LA,4196.391,WOODIV_v1.1
Trees,Arbutus unedo,SeedMass,2.629,WOODIV_v1.1
Trees,Arbutus unedo,SLA,8.452,WOODIV_v1.1
Trees,Arbutus unedo,StemSpecDens,0.769,WOODIV_v1.1
Trees,Betula pendula,LA,1389.298,WOODIV_v1.1
Trees,Betula pendula,SeedMass,0.277,WOODIV_v1.1
Trees,Betula pendula,SLA,14.495,WOODIV_v1.1
Trees,Betula pendula,StemSpecDens,0.541,WOODIV_v1.1
Trees,Betula pubescens,LA,1381.935,WOODIV_v1.1
Trees,Betula pubescens,SeedMass,0.294,WOODIV_v1.1
Trees,Betula pubescens,SLA,21.654,WOODIV_v1.1
Trees,Betula pubescens,StemSpecDens,0.579,WOODIV_v1.1
Trees,Buxus balearica,LA,252,WOODIV_v1.1
Trees,Buxus balearica,SeedMass,7.506,WOODIV_v1.1
Trees,Buxus balearica,SLA,3.573,WOODIV_v1.1
Trees,Buxus sempervirens,LA,147.486,WOODIV_v1.1
Trees,Buxus sempervirens,SeedMass,12.767,WOODIV_v1.1
Trees,Buxus sempervirens,SLA,8.069,WOODIV_v1.1
Trees,Buxus sempervirens,StemSpecDens,0.787,WOODIV_v1.1
Trees,Carpinus betulus,LA,1991.358,WOODIV_v1.1
Trees,Carpinus betulus,SeedMass,46.886,WOODIV_v1.1
Trees,Carpinus betulus,SLA,16.839,WOODIV_v1.1
Trees,Carpinus betulus,StemSpecDens,0.68,WOODIV_v1.1
Trees,Carpinus orientalis,LA,672.835,WOODIV_v1.1
Trees,Carpinus orientalis,SeedMass,14.8,WOODIV_v1.1
Trees,Carpinus orientalis,SLA,30.605,WOODIV_v1.1
Trees,Castanea sativa,LA,7101.422,WOODIV_v1.1
Trees,Castanea sativa,SeedMass,4389.089,WOODIV_v1.1
Trees,Castanea sativa,SLA,13.228,WOODIV_v1.1
Trees,Castanea sativa,StemSpecDens,0.529,WOODIV_v1.1
Trees,Cedrus libani,SeedMass,86.658,WOODIV_v1.1
Trees,Cedrus libani,StemSpecDens,0.47,WOODIV_v1.1
Trees,Celtis australis,LA,3807.806,WOODIV_v1.1
Trees,Celtis australis,SeedMass,184.144,WOODIV_v1.1
Trees,Celtis australis,SLA,21.27,WOODIV_v1.1
Trees,Celtis australis,StemSpecDens,0.615,WOODIV_v1.1
Trees,Celtis planchoniana,SeedMass,136.26,WOODIV_v1.1
Trees,Celtis tournefortii,SeedMass,240.802,WOODIV_v1.1
Trees,Celtis tournefortii,StemSpecDens,0.69,WOODIV_v1.1
Trees,Ceratonia siliqua,LA,2251.936,WOODIV_v1.1
Trees,Ceratonia siliqua,SeedMass,186.62,WOODIV_v1.1
Trees,Ceratonia siliqua,SLA,6.662,WOODIV_v1.1
Trees,Ceratonia siliqua,StemSpecDens,0.564,WOODIV_v1.1
Trees,Cercis siliquastrum,LA,4888.507,WOODIV_v1.1
Trees,Cercis siliquastrum,SeedMass,32.169,WOODIV_v1.1
Trees,Cercis siliquastrum,SLA,15.585,WOODIV_v1.1
Trees,Cercis siliquastrum,StemSpecDens,0.602,WOODIV_v1.1
Trees,Chamaerops humilis,LA,28171.655,WOODIV_v1.1
Trees,Chamaerops humilis,SeedMass,701.051,WOODIV_v1.1
Trees,Chamaerops humilis,SLA,5.522,WOODIV_v1.1
Trees,Corylus avellana,LA,3930.039,WOODIV_v1.1
Trees,Corylus avellana,SeedMass,994.412,WOODIV_v1.1
Trees,Corylus avellana,SLA,16.13,WOODIV_v1.1
Trees,Corylus avellana,StemSpecDens,0.549,WOODIV_v1.1
Trees,Corylus colurna,SeedMass,1830.298,WOODIV_v1.1
Trees,Cotinus coggygria,LA,2197.164,WOODIV_v1.1
Trees,Cotinus coggygria,SeedMass,9.051,WOODIV_v1.1
Trees,Cotinus coggygria,SLA,16.227,WOODIV_v1.1
Trees,Cotinus coggygria,StemSpecDens,0.54,WOODIV_v1.1
Trees,Cotoneaster granatensis,SeedMass,25,WOODIV_v1.1
Trees,Crataegus azarolus,SeedMass,208.464,WOODIV_v1.1
Trees,Crataegus azarolus,StemSpecDens,0.61,WOODIV_v1.1
Trees,Crataegus laciniata,LA,577.398,WOODIV_v1.1
Trees,Crataegus laciniata,SLA,12.617,WOODIV_v1.1
Trees,Crataegus laevigata,LA,785.499,WOODIV_v1.1
Trees,Crataegus laevigata,SeedMass,88.471,WOODIV_v1.1
Trees,Crataegus laevigata,SLA,20.088,WOODIV_v1.1
Trees,Crataegus monogyna,LA,611.127,WOODIV_v1.1
Trees,Crataegus monogyna,SeedMass,91.814,WOODIV_v1.1
Trees,Crataegus monogyna,SLA,12.306,WOODIV_v1.1
Trees,Crataegus monogyna,StemSpecDens,0.495,WOODIV_v1.1
Trees,Crataegus orientalis,SeedMass,105.714,WOODIV_v1.1
Trees,Crataegus pentagyna,SeedMass,26.978,WOODIV_v1.1
Trees,Cupressus sempervirens,LA,12.5,WOODIV_v1.1
Trees,Cupressus sempervirens,SeedMass,7.592,WOODIV_v1.1
Trees,Cupressus sempervirens,SLA,5.824,WOODIV_v1.1
Trees,Cupressus sempervirens,StemSpecDens,0.509,WOODIV_v1.1
Trees,Erica arborea,LA,4.765,WOODIV_v1.1
Trees,Erica arborea,SeedMass,0.019,WOODIV_v1.1
Trees,Erica arborea,SLA,7.485,WOODIV_v1.1
Trees,Erica arborea,StemSpecDens,0.72,WOODIV_v1.1
Trees,Fagus orientalis,SeedMass,187.189,WOODIV_v1.1
Trees,Fagus orientalis,StemSpecDens,0.68,WOODIV_v1.1
Trees,Fagus sylvatica,LA,1998.353,WOODIV_v1.1
Trees,Fagus sylvatica,SeedMass,201.178,WOODIV_v1.1
Trees,Fagus sylvatica,SLA,28.022,WOODIV_v1.1
Trees,Fagus sylvatica,StemSpecDens,0.668,WOODIV_v1.1
Trees,Ficus carica,LA,18390.824,WOODIV_v1.1
Trees,Ficus carica,SeedMass,5,WOODIV_v1.1
Trees,Ficus carica,SLA,11.841,WOODIV_v1.1
Trees,Ficus carica,StemSpecDens,0.397,WOODIV_v1.1
Trees,Frangula alnus,LA,1578.374,WOODIV_v1.1
Trees,Frangula alnus,SeedMass,18.156,WOODIV_v1.1
Trees,Frangula alnus,SLA,27.517,WOODIV_v1.1
Trees,Frangula alnus,StemSpecDens,0.441,WOODIV_v1.1
Trees,Fraxinus angustifolia,LA,4989.721,WOODIV_v1.1
Trees,Fraxinus angustifolia,SeedMass,58.027,WOODIV_v1.1
Trees,Fraxinus angustifolia,SLA,12.47,WOODIV_v1.1
Trees,Fraxinus angustifolia,StemSpecDens,0.544,WOODIV_v1.1
Trees,Fraxinus excelsior,LA,1781.399,WOODIV_v1.1
Trees,Fraxinus excelsior,SeedMass,61.667,WOODIV_v1.1
Trees,Fraxinus excelsior,SLA,12.86,WOODIV_v1.1
Trees,Fraxinus excelsior,StemSpecDens,0.637,WOODIV_v1.1
Trees,Fraxinus ornus,LA,3765.455,WOODIV_v1.1
Trees,Fraxinus ornus,SeedMass,24.416,WOODIV_v1.1
Trees,Fraxinus ornus,SLA,15.17,WOODIV_v1.1
Trees,Fraxinus ornus,StemSpecDens,0.401,WOODIV_v1.1
Trees,Fraxinus pallisae,SeedMass,80.16,WOODIV_v1.1
Trees,Genista etnensis,SeedMass,8.6,WOODIV_v1.1
Trees,Genista tyrrhena,SeedMass,4.357,WOODIV_v1.1
Trees,Ilex aquifolium,LA,1608.414,WOODIV_v1.1
Trees,Ilex aquifolium,SeedMass,29.126,WOODIV_v1.1
Trees,Ilex aquifolium,SLA,6.919,WOODIV_v1.1
Trees,Ilex aquifolium,StemSpecDens,0.674,WOODIV_v1.1
Trees,Juglans regia,LA,14211.012,WOODIV_v1.1
Trees,Juglans regia,SeedMass,9033.755,WOODIV_v1.1
Trees,Juglans regia,SLA,14.377,WOODIV_v1.1
Trees,Juglans regia,StemSpecDens,0.544,WOODIV_v1.1
Trees,Juniperus communis,LA,10.404,WOODIV_v1.1
Trees,Juniperus communis,SeedMass,10.241,WOODIV_v1.1
Trees,Juniperus communis,SLA,6.634,WOODIV_v1.1
Trees,Juniperus communis,StemSpecDens,0.609,WOODIV_v1.1
Trees,Juniperus excelsa,LA,12.5,WOODIV_v1.1
Trees,Juniperus excelsa,SeedMass,19.912,WOODIV_v1.1
Trees,Juniperus excelsa,StemSpecDens,0.46,WOODIV_v1.1
Trees,Juniperus foetidissima,SeedMass,229.005,WOODIV_v1.1
Trees,Juniperus foetidissima,StemSpecDens,0.69,WOODIV_v1.1
Trees,Juniperus macrocarpa,LA,30.182,WOODIV_v1.1
Trees,Juniperus macrocarpa,SeedMass,8.55,WOODIV_v1.1
Trees,Juniperus macrocarpa,SLA,5.869,WOODIV_v1.1
Trees,Juniperus navicularis,SeedMass,45.63,WOODIV_v1.1
Trees,Juniperus navicularis,SLA,3.89,WOODIV_v1.1
Trees,Juniperus oxycedrus,LA,20.07,WOODIV_v1.1
Trees,Juniperus oxycedrus,SeedMass,32.99,WOODIV_v1.1
Trees,Juniperus oxycedrus,SLA,6.005,WOODIV_v1.1
Trees,Juniperus oxycedrus,StemSpecDens,0.231,WOODIV_v1.1
Trees,Juniperus phoenicea,LA,62.208,WOODIV_v1.1
Trees,Juniperus phoenicea,SeedMass,10.098,WOODIV_v1.1
Trees,Juniperus phoenicea,SLA,4.607,WOODIV_v1.1
Trees,Juniperus phoenicea,StemSpecDens,0.672,WOODIV_v1.1
Trees,Juniperus thurifera,LA,12.5,WOODIV_v1.1
Trees,Juniperus thurifera,SeedMass,30.629,WOODIV_v1.1
Trees,Juniperus thurifera,StemSpecDens,0.53,WOODIV_v1.1
Trees,Laurus nobilis,LA,2027.088,WOODIV_v1.1
Trees,Laurus nobilis,SeedMass,430.458,WOODIV_v1.1
Trees,Laurus nobilis,SLA,9.213,WOODIV_v1.1
Trees,Laurus nobilis,StemSpecDens,0.53,WOODIV_v1.1
Trees,Liquidambar orientalis,LA,6550,WOODIV_v1.1
Trees,Liquidambar orientalis,SeedMass,1.122,WOODIV_v1.1
Trees,Lonicera arborea,SeedMass,10,WOODIV_v1.1
Trees,Malus sylvestris,LA,857.569,WOODIV_v1.1
Trees,Malus sylvestris,SeedMass,24.088,WOODIV_v1.1
Trees,Malus sylvestris,SLA,13.594,WOODIV_v1.1
Trees,Malus sylvestris,StemSpecDens,0.613,WOODIV_v1.1
Trees,Malus trilobata,SeedMass,24,WOODIV_v1.1
Trees,Myrica faya,StemSpecDens,0.66,WOODIV_v1.1
Trees,Myrtus communis,LA,345.656,WOODIV_v1.1
Trees,Myrtus communis,SeedMass,6.734,WOODIV_v1.1
Trees,Myrtus communis,SLA,10.073,WOODIV_v1.1
Trees,Myrtus communis,StemSpecDens,0.601,WOODIV_v1.1
Trees,Nerium oleander,LA,1983.601,WOODIV_v1.1
Trees,Nerium oleander,SeedMass,2.588,WOODIV_v1.1
Trees,Nerium oleander,SLA,9.956,WOODIV_v1.1
Trees,Nerium oleander,StemSpecDens,0.488,WOODIV_v1.1
Trees,Olea europaea,LA,293.307,WOODIV_v1.1
Trees,Olea europaea,SeedMass,198.954,WOODIV_v1.1
Trees,Olea europaea,SLA,5.603,WOODIV_v1.1
Trees,Olea europaea,StemSpecDens,0.808,WOODIV_v1.1
Trees,Ostrya carpinifolia,LA,1151.538,WOODIV_v1.1
Trees,Ostrya carpinifolia,SeedMass,8.722,WOODIV_v1.1
Trees,Ostrya carpinifolia,SLA,12.55,WOODIV_v1.1
Trees,Ostrya carpinifolia,StemSpecDens,0.547,WOODIV_v1.1
Trees,Phillyrea angustifolia,LA,251.919,WOODIV_v1.1
Trees,Phillyrea angustifolia,SeedMass,39.46,WOODIV_v1.1
Trees,Phillyrea angustifolia,SLA,5.624,WOODIV_v1.1
Trees,Phillyrea angustifolia,StemSpecDens,0.601,WOODIV_v1.1
Trees,Phillyrea latifolia,LA,1763.772,WOODIV_v1.1
Trees,Phillyrea latifolia,SeedMass,20.292,WOODIV_v1.1
Trees,Phillyrea latifolia,SLA,7.589,WOODIV_v1.1
Trees,Phillyrea latifolia,StemSpecDens,0.849,WOODIV_v1.1
Trees,Phoenix theophrasti,LA,6550,WOODIV_v1.1
Trees,Phoenix theophrasti,SeedMass,362.2,WOODIV_v1.1
Trees,Pinus brutia,LA,1554.006,WOODIV_v1.1
Trees,Pinus brutia,SeedMass,47.336,WOODIV_v1.1
Trees,Pinus brutia,SLA,5.535,WOODIV_v1.1
Trees,Pinus brutia,StemSpecDens,0.688,WOODIV_v1.1
Trees,Pinus halepensis,LA,314.978,WOODIV_v1.1
Trees,Pinus halepensis,SeedMass,19.146,WOODIV_v1.1
Trees,Pinus halepensis,SLA,4.437,WOODIV_v1.1
Trees,Pinus halepensis,StemSpecDens,0.601,WOODIV_v1.1
Trees,Pinus heldreichii,SeedMass,21.951,WOODIV_v1.1
Trees,Pinus heldreichii,SLA,3.017,WOODIV_v1.1
Trees,Pinus mugo,LA,37.986,WOODIV_v1.1
Trees,Pinus mugo,SeedMass,6.908,WOODIV_v1.1
Trees,Pinus mugo,SLA,3.684,WOODIV_v1.1
Trees,Pinus mugo,StemSpecDens,0.528,WOODIV_v1.1
Trees,Pinus nigra,LA,127.587,WOODIV_v1.1
Trees,Pinus nigra,SeedMass,18.611,WOODIV_v1.1
Trees,Pinus nigra,SLA,4.398,WOODIV_v1.1
Trees,Pinus nigra,StemSpecDens,0.597,WOODIV_v1.1
Trees,Pinus pinaster,LA,497.286,WOODIV_v1.1
Trees,Pinus pinaster,SeedMass,66.085,WOODIV_v1.1
Trees,Pinus pinaster,SLA,3.169,WOODIV_v1.1
Trees,Pinus pinaster,StemSpecDens,0.479,WOODIV_v1.1
Trees,Pinus pinea,LA,131.45,WOODIV_v1.1
Trees,Pinus pinea,SeedMass,660.714,WOODIV_v1.1
Trees,Pinus pinea,SLA,4.121,WOODIV_v1.1
Trees,Pinus pinea,StemSpecDens,0.569,WOODIV_v1.1
Trees,Pinus sylvestris,LA,82.167,WOODIV_v1.1
Trees,Pinus sylvestris,SeedMass,7.087,WOODIV_v1.1
Trees,Pinus sylvestris,SLA,4.74,WOODIV_v1.1
Trees,Pinus sylvestris,StemSpecDens,0.486,WOODIV_v1.1
Trees,Pistacia atlantica,LA,593.6,WOODIV_v1.1
Trees,Pistacia atlantica,SeedMass,117.668,WOODIV_v1.1
Trees,Pistacia atlantica,SLA,6.584,WOODIV_v1.1
Trees,Pistacia atlantica,StemSpecDens,0.74,WOODIV_v1.1
Trees,Pistacia lentiscus,LA,1535.881,WOODIV_v1.1
Trees,Pistacia lentiscus,SeedMass,21.139,WOODIV_v1.1
Trees,Pistacia lentiscus,SLA,8.771,WOODIV_v1.1
Trees,Pistacia lentiscus,StemSpecDens,0.897,WOODIV_v1.1
Trees,Pistacia terebinthus,LA,6471.837,WOODIV_v1.1
Trees,Pistacia terebinthus,SeedMass,42.68,WOODIV_v1.1
Trees,Pistacia terebinthus,SLA,11.029,WOODIV_v1.1
Trees,Pistacia terebinthus,StemSpecDens,0.713,WOODIV_v1.1
Trees,Platanus orientalis,SeedMass,3.833,WOODIV_v1.1
Trees,Platanus orientalis,SLA,7.576,WOODIV_v1.1
Trees,Platanus orientalis,StemSpecDens,0.554,WOODIV_v1.1
Trees,Populus alba,LA,2961.543,WOODIV_v1.1
Trees,Populus alba,SeedMass,0.12,WOODIV_v1.1
Trees,Populus alba,SLA,11.161,WOODIV_v1.1
Trees,Populus alba,StemSpecDens,0.421,WOODIV_v1.1
Trees,Populus nigra,LA,2852.267,WOODIV_v1.1
Trees,Populus nigra,SeedMass,41.116,WOODIV_v1.1
Trees,Populus nigra,SLA,11.736,WOODIV_v1.1
Trees,Populus nigra,StemSpecDens,0.418,WOODIV_v1.1
Trees,Populus tremula,LA,357.835,WOODIV_v1.1
Trees,Populus tremula,SeedMass,0.117,WOODIV_v1.1
Trees,Populus tremula,SLA,6.384,WOODIV_v1.1
Trees,Populus tremula,StemSpecDens,0.487,WOODIV_v1.1
Trees,Prunus avium,LA,4237.497,WOODIV_v1.1
Trees,Prunus avium,SeedMass,178.222,WOODIV_v1.1
Trees,Prunus avium,SLA,15.654,WOODIV_v1.1
Trees,Prunus avium,StemSpecDens,0.512,WOODIV_v1.1
Trees,Prunus cerasifera,LA,2139.83,WOODIV_v1.1
Trees,Prunus cerasifera,SeedMass,446.319,WOODIV_v1.1
Trees,Prunus cerasifera,SLA,16.161,WOODIV_v1.1
Trees,Prunus cerasifera,StemSpecDens,0.678,WOODIV_v1.1
Trees,Prunus lusitanica,LA,3463.295,WOODIV_v1.1
Trees,Prunus lusitanica,SeedMass,56.592,WOODIV_v1.1
Trees,Prunus lusitanica,SLA,6.471,WOODIV_v1.1
Trees,Prunus lusitanica,StemSpecDens,0.499,WOODIV_v1.1
Trees,Prunus mahaleb,LA,608.645,WOODIV_v1.1
Trees,Prunus mahaleb,SeedMass,79.825,WOODIV_v1.1
Trees,Prunus mahaleb,SLA,16.625,WOODIV_v1.1
Trees,Prunus mahaleb,StemSpecDens,0.512,WOODIV_v1.1
Trees,Prunus padus,LA,2795.372,WOODIV_v1.1
Trees,Prunus padus,SeedMass,65.385,WOODIV_v1.1
Trees,Prunus padus,SLA,20.591,WOODIV_v1.1
Trees,Prunus padus,StemSpecDens,0.434,WOODIV_v1.1
Trees,Prunus webbii,SeedMass,191.6,WOODIV_v1.1
Trees,Pyrus bourgaeana,LA,599,WOODIV_v1.1
Trees,Pyrus bourgaeana,SeedMass,29.5,WOODIV_v1.1
Trees,Pyrus bourgaeana,SLA,9.488,WOODIV_v1.1
Trees,Pyrus bourgaeana,StemSpecDens,0.56,WOODIV_v1.1
Trees,Pyrus cordata,LA,316,WOODIV_v1.1
Trees,Pyrus cordata,SeedMass,9.989,WOODIV_v1.1
Trees,Pyrus elaeagrifolia,SeedMass,34.216,WOODIV_v1.1
Trees,Pyrus pyraster,LA,1190,WOODIV_v1.1
Trees,Pyrus pyraster,SeedMass,29.058,WOODIV_v1.1
Trees,Pyrus pyraster,SLA,8.699,WOODIV_v1.1
Trees,Pyrus pyraster,StemSpecDens,0.632,WOODIV_v1.1
Trees,Pyrus spinosa,LA,376.89,WOODIV_v1.1
Trees,Pyrus spinosa,SeedMass,22.835,WOODIV_v1.1
Trees,Pyrus spinosa,SLA,9.842,WOODIV_v1.1
Trees,Pyrus syriaca,LA,1125,WOODIV_v1.1
Trees,Pyrus syriaca,SeedMass,347.902,WOODIV_v1.1
Trees,Pyrus syriaca,StemSpecDens,0.52,WOODIV_v1.1
Trees,Quercus alnifolia,SeedMass,3610,WOODIV_v1.1
Trees,Quercus alnifolia,StemSpecDens,0.74,WOODIV_v1.1
Trees,Quercus canariensis,LA,2647.24,WOODIV_v1.1
Trees,Quercus canariensis,SeedMass,779.263,WOODIV_v1.1
Trees,Quercus canariensis,SLA,14.331,WOODIV_v1.1
Trees,Quercus canariensis,StemSpecDens,0.766,WOODIV_v1.1
Trees,Quercus cerris,LA,3163.384,WOODIV_v1.1
Trees,Quercus cerris,SeedMass,3536.96,WOODIV_v1.1
Trees,Quercus cerris,SLA,10.658,WOODIV_v1.1
Trees,Quercus cerris,StemSpecDens,0.711,WOODIV_v1.1
Trees,Quercus coccifera,LA,1976.987,WOODIV_v1.1
Trees,Quercus coccifera,SeedMass,1824.631,WOODIV_v1.1
Trees,Quercus coccifera,SLA,5.338,WOODIV_v1.1
Trees,Quercus coccifera,StemSpecDens,0.563,WOODIV_v1.1
Trees,Quercus faginea,LA,454.741,WOODIV_v1.1
Trees,Quercus faginea,SeedMass,2061.92,WOODIV_v1.1
Trees,Quercus faginea,SLA,8.919,WOODIV_v1.1
Trees,Quercus faginea,StemSpecDens,0.792,WOODIV_v1.1
Trees,Quercus frainetto,LA,10873.243,WOODIV_v1.1
Trees,Quercus frainetto,SeedMass,2309,WOODIV_v1.1
Trees,Quercus frainetto,SLA,13.874,WOODIV_v1.1
Trees,Quercus ilex,LA,666.567,WOODIV_v1.1
Trees,Quercus ilex,SeedMass,2391.536,WOODIV_v1.1
Trees,Quercus ilex,SLA,6.376,WOODIV_v1.1
Trees,Quercus ilex,StemSpecDens,0.544,WOODIV_v1.1
Trees,Quercus infectoria,LA,539.61,WOODIV_v1.1
Trees,Quercus infectoria,SLA,10.864,WOODIV_v1.1
Trees,Quercus infectoria,StemSpecDens,0.65,WOODIV_v1.1
Trees,Quercus ithaburensis,LA,2153.75,WOODIV_v1.1
Trees,Quercus ithaburensis,SLA,9.054,WOODIV_v1.1
Trees,Quercus petraea,LA,2327.534,WOODIV_v1.1
Trees,Quercus petraea,SeedMass,1766.567,WOODIV_v1.1
Trees,Quercus petraea,SLA,18.135,WOODIV_v1.1
Trees,Quercus petraea,StemSpecDens,0.674,WOODIV_v1.1
Trees,Quercus pubescens,LA,4034.171,WOODIV_v1.1
Trees,Quercus pubescens,SeedMass,965.059,WOODIV_v1.1
Trees,Quercus pubescens,SLA,10.904,WOODIV_v1.1
Trees,Quercus pubescens,StemSpecDens,0.708,WOODIV_v1.1
Trees,Quercus pyrenaica,LA,1592.297,WOODIV_v1.1
Trees,Quercus pyrenaica,SeedMass,2556.699,WOODIV_v1.1
Trees,Quercus pyrenaica,SLA,8.404,WOODIV_v1.1
Trees,Quercus pyrenaica,StemSpecDens,0.756,WOODIV_v1.1
Trees,Quercus robur,LA,2513.005,WOODIV_v1.1
Trees,Quercus robur,SeedMass,3301.542,WOODIV_v1.1
Trees,Quercus robur,SLA,11.566,WOODIV_v1.1
Trees,Quercus robur,StemSpecDens,0.552,WOODIV_v1.1
Trees,Quercus suber,LA,187.594,WOODIV_v1.1
Trees,Quercus suber,SeedMass,3845.445,WOODIV_v1.1
Trees,Quercus suber,SLA,5.892,WOODIV_v1.1
Trees,Quercus suber,StemSpecDens,0.792,WOODIV_v1.1
Trees,Quercus trojana,SeedMass,1157,WOODIV_v1.1
Trees,Quercus trojana,SLA,11.716,WOODIV_v1.1
Trees,Rhamnus alaternus,LA,475.008,WOODIV_v1.1
Trees,Rhamnus alaternus,SeedMass,9.164,WOODIV_v1.1
Trees,Rhamnus alaternus,SLA,7.313,WOODIV_v1.1
Trees,Rhamnus alaternus,StemSpecDens,0.499,WOODIV_v1.1
Trees,Rhamnus cathartica,LA,1716.889,WOODIV_v1.1
Trees,Rhamnus cathartica,SeedMass,17.918,WOODIV_v1.1
Trees,Rhamnus cathartica,SLA,26.858,WOODIV_v1.1
Trees,Rhamnus cathartica,StemSpecDens,0.611,WOODIV_v1.1
Trees,Rhamnus persicifolia,SeedMass,13.27,WOODIV_v1.1
Trees,Rhododendron ponticum,LA,2380.165,WOODIV_v1.1
Trees,Rhododendron ponticum,SeedMass,0.083,WOODIV_v1.1
Trees,Rhododendron ponticum,SLA,6.651,WOODIV_v1.1
Trees,Salix alba,LA,810.928,WOODIV_v1.1
Trees,Salix alba,SeedMass,0.12,WOODIV_v1.1
Trees,Salix alba,SLA,13.331,WOODIV_v1.1
Trees,Salix alba,StemSpecDens,0.478,WOODIV_v1.1
Trees,Salix appendiculata,LA,1319.878,WOODIV_v1.1
Trees,Salix appendiculata,SeedMass,0.138,WOODIV_v1.1
Trees,Salix appendiculata,SLA,18.234,WOODIV_v1.1
Trees,Salix caprea,LA,2570.007,WOODIV_v1.1
Trees,Salix caprea,SeedMass,0.127,WOODIV_v1.1
