Taxon,Species,Trait,Value,Source
Birds,Aegypius monachus,Egg_MASS,243,Storchova_Horak_2018
Birds,Aegypius monachus,Young,SA,Storchova_Horak_2018
Birds,Aegypius monachus,Association during nesting,S,Storchova_Horak_2018
Birds,Aegypius monachus,Nest type,OA,Storchova_Horak_2018
Birds,Aegypius monachus,Nest building,B,Storchova_Horak_2018
Birds,Aegypius monachus,Mating system,M,Storchova_Horak_2018
Birds,Aegypius monachus,Incubation period,53,Storchova_Horak_2018
Birds,Aegypius monachus,Incubation sex,B,Storchova_Horak_2018
Birds,Aegypius monachus,Hatching,NA,Storchova_Horak_2018
Birds,Aegypius monachus,Eggshells,NA,Storchova_Horak_2018
Birds,Aegypius monachus,Nestling period,NA,Storchova_Horak_2018
Birds,Aegypius monachus,Fledging period,110,Storchova_Horak_2018
Birds,Aegypius monachus,Parental feeding,NA,Storchova_Horak_2018
Birds,Aegypius monachus,Age of independence,NA,Storchova_Horak_2018
Birds,Aegypius monachus,Feeding independence,NA,Storchova_Horak_2018
Birds,Aegypius monachus,Age of first breeding,6,Storchova_Horak_2018
Birds,Aegypius monachus,Life span,32,Storchova_Horak_2018
Birds,Aegypius monachus,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Aegypius monachus,Mortality of adults,NA,Storchova_Horak_2018
Birds,Aegypius monachus,Association outside the breeding season,"SO,PA",Storchova_Horak_2018
Birds,Aegypius monachus,Territoriality,0,Storchova_Horak_2018
Birds,Aegypius monachus,Sedentary,1,Storchova_Horak_2018
Birds,Aegypius monachus,Facultative migrant,0,Storchova_Horak_2018
Birds,Aegypius monachus,Short distance migrant,0,Storchova_Horak_2018
Birds,Aegypius monachus,Long distance migrant,0,Storchova_Horak_2018
Birds,Alectoris barbara,TailF_MEAN,83.6,Storchova_Horak_2018
Birds,Alectoris barbara,BillU_MEAN,14.95,Storchova_Horak_2018
Birds,Alectoris barbara,BillM_MEAN,15.4,Storchova_Horak_2018
Birds,Alectoris barbara,BillF_MEAN,14.5,Storchova_Horak_2018
Birds,Alectoris barbara,TarsusU_MEAN,44.1,Storchova_Horak_2018
Birds,Alectoris barbara,TarsusM_MEAN,45.1,Storchova_Horak_2018
Birds,Alectoris barbara,TarsusF_MEAN,43.1,Storchova_Horak_2018
Birds,Alectoris barbara,WeightU_MEAN,418.5,Storchova_Horak_2018
Birds,Alectoris barbara,WeightM_MEAN,461,Storchova_Horak_2018
Birds,Alectoris barbara,WeightF_MEAN,376,Storchova_Horak_2018
Birds,Alectoris barbara,Sexual dimorphism,0,Storchova_Horak_2018
Birds,Alectoris barbara,Clutch_MIN,8,Storchova_Horak_2018
Birds,Alectoris barbara,Clutch_MAX,18,Storchova_Horak_2018
Birds,Alectoris barbara,Clutch_MEAN,12,Storchova_Horak_2018
Birds,Alectoris barbara,Broods per year,1,Storchova_Horak_2018
Birds,Alectoris barbara,EggL_MEAN,41,Storchova_Horak_2018
Birds,Alectoris barbara,EggW_MEAN,30,Storchova_Horak_2018
Birds,Alectoris barbara,Egg_MASS,20,Storchova_Horak_2018
Birds,Alectoris barbara,Young,PR,Storchova_Horak_2018
Birds,Alectoris barbara,Association during nesting,S,Storchova_Horak_2018
Birds,Alectoris barbara,Nest type,G,Storchova_Horak_2018
Birds,Alectoris barbara,Nest building,F,Storchova_Horak_2018
Birds,Alectoris barbara,Mating system,M,Storchova_Horak_2018
Birds,Alectoris barbara,Incubation period,25,Storchova_Horak_2018
Birds,Alectoris barbara,Incubation sex,F,Storchova_Horak_2018
Birds,Alectoris barbara,Hatching,SY,Storchova_Horak_2018
Birds,Alectoris barbara,Eggshells,NA,Storchova_Horak_2018
Birds,Alectoris barbara,Nestling period,NA,Storchova_Horak_2018
Birds,Alectoris barbara,Fledging period,55,Storchova_Horak_2018
Birds,Alectoris barbara,Parental feeding,0,Storchova_Horak_2018
Birds,Alectoris barbara,Age of independence,NA,Storchova_Horak_2018
Birds,Alectoris barbara,Feeding independence,NA,Storchova_Horak_2018
Birds,Alectoris barbara,Age of first breeding,1,Storchova_Horak_2018
Birds,Alectoris barbara,Life span,NA,Storchova_Horak_2018
Birds,Alectoris barbara,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Alectoris barbara,Mortality of adults,NA,Storchova_Horak_2018
Birds,Alectoris barbara,Association outside the breeding season,GR,Storchova_Horak_2018
Birds,Alectoris barbara,Territoriality,0,Storchova_Horak_2018
Birds,Alectoris barbara,Sedentary,1,Storchova_Horak_2018
Birds,Alectoris barbara,Facultative migrant,0,Storchova_Horak_2018
Birds,Alectoris barbara,Short distance migrant,0,Storchova_Horak_2018
Birds,Alectoris barbara,Long distance migrant,0,Storchova_Horak_2018
Birds,Alectoris graeca,TailF_MEAN,81,Storchova_Horak_2018
Birds,Alectoris graeca,BillU_MEAN,14.45,Storchova_Horak_2018
Birds,Alectoris graeca,BillM_MEAN,15.2,Storchova_Horak_2018
Birds,Alectoris graeca,BillF_MEAN,13.7,Storchova_Horak_2018
Birds,Alectoris graeca,TarsusU_MEAN,45.7,Storchova_Horak_2018
Birds,Alectoris graeca,TarsusM_MEAN,46.9,Storchova_Horak_2018
Birds,Alectoris graeca,TarsusF_MEAN,44.5,Storchova_Horak_2018
Birds,Alectoris graeca,WeightU_MEAN,642,Storchova_Horak_2018
Birds,Alectoris graeca,WeightM_MEAN,700,Storchova_Horak_2018
Birds,Alectoris graeca,WeightF_MEAN,584,Storchova_Horak_2018
Birds,Alectoris graeca,Sexual dimorphism,0,Storchova_Horak_2018
Birds,Alectoris graeca,Clutch_MIN,6,Storchova_Horak_2018
Birds,Alectoris graeca,Clutch_MAX,21,Storchova_Horak_2018
Birds,Alectoris graeca,Clutch_MEAN,11,Storchova_Horak_2018
Birds,Alectoris graeca,Broods per year,1.5,Storchova_Horak_2018
Birds,Alectoris graeca,EggL_MEAN,41,Storchova_Horak_2018
Birds,Alectoris graeca,EggW_MEAN,30,Storchova_Horak_2018
Birds,Alectoris graeca,Egg_MASS,20,Storchova_Horak_2018
Birds,Alectoris graeca,Young,PR,Storchova_Horak_2018
Birds,Alectoris graeca,Association during nesting,S,Storchova_Horak_2018
Birds,Alectoris graeca,Nest type,G,Storchova_Horak_2018
Birds,Alectoris graeca,Nest building,F,Storchova_Horak_2018
Birds,Alectoris graeca,Mating system,M,Storchova_Horak_2018
Birds,Alectoris graeca,Incubation period,25,Storchova_Horak_2018
Birds,Alectoris graeca,Incubation sex,F,Storchova_Horak_2018
Birds,Alectoris graeca,Hatching,SY,Storchova_Horak_2018
Birds,Alectoris graeca,Eggshells,NA,Storchova_Horak_2018
Birds,Alectoris graeca,Nestling period,NA,Storchova_Horak_2018
Birds,Alectoris graeca,Fledging period,55,Storchova_Horak_2018
Birds,Alectoris graeca,Parental feeding,0,Storchova_Horak_2018
Birds,Alectoris graeca,Age of independence,NA,Storchova_Horak_2018
Birds,Alectoris graeca,Feeding independence,NA,Storchova_Horak_2018
Birds,Alectoris graeca,Age of first breeding,1,Storchova_Horak_2018
Birds,Alectoris graeca,Life span,NA,Storchova_Horak_2018
Birds,Alectoris graeca,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Alectoris graeca,Mortality of adults,NA,Storchova_Horak_2018
Birds,Alectoris graeca,Association outside the breeding season,GR,Storchova_Horak_2018
Birds,Alectoris graeca,Territoriality,1,Storchova_Horak_2018
Birds,Alectoris graeca,Sedentary,1,Storchova_Horak_2018
Birds,Alectoris graeca,Facultative migrant,0,Storchova_Horak_2018
Birds,Alectoris graeca,Short distance migrant,0,Storchova_Horak_2018
Birds,Alectoris graeca,Long distance migrant,0,Storchova_Horak_2018
Birds,Anas platyrhynchos,TailF_MEAN,84.5,Storchova_Horak_2018
Birds,Anas platyrhynchos,BillU_MEAN,53.6,Storchova_Horak_2018
Birds,Anas platyrhynchos,BillM_MEAN,55.4,Storchova_Horak_2018
Birds,Anas platyrhynchos,BillF_MEAN,51.8,Storchova_Horak_2018
Birds,Anas platyrhynchos,TarsusU_MEAN,44.35,Storchova_Horak_2018
Birds,Anas platyrhynchos,TarsusM_MEAN,45.3,Storchova_Horak_2018
Birds,Anas platyrhynchos,TarsusF_MEAN,43.4,Storchova_Horak_2018
Birds,Anas platyrhynchos,WeightU_MEAN,1119,Storchova_Horak_2018
Birds,Anas platyrhynchos,WeightM_MEAN,1142,Storchova_Horak_2018
Birds,Anas platyrhynchos,WeightF_MEAN,1096,Storchova_Horak_2018
Birds,Anas platyrhynchos,Sexual dimorphism,1,Storchova_Horak_2018
Birds,Anas platyrhynchos,Clutch_MIN,4,Storchova_Horak_2018
Birds,Anas platyrhynchos,Clutch_MAX,18,Storchova_Horak_2018
Birds,Anas platyrhynchos,Clutch_MEAN,11,Storchova_Horak_2018
Birds,Anas platyrhynchos,Broods per year,1,Storchova_Horak_2018
Birds,Anas platyrhynchos,EggL_MEAN,57,Storchova_Horak_2018
Birds,Anas platyrhynchos,EggW_MEAN,41,Storchova_Horak_2018
Birds,Anas platyrhynchos,Egg_MASS,51,Storchova_Horak_2018
Birds,Anas platyrhynchos,Young,PR,Storchova_Horak_2018
Birds,Anas platyrhynchos,Association during nesting,S,Storchova_Horak_2018
Birds,Anas platyrhynchos,Nest type,"G,H",Storchova_Horak_2018
Birds,Anas platyrhynchos,Nest building,F,Storchova_Horak_2018
Birds,Anas platyrhynchos,Mating system,M,Storchova_Horak_2018
Birds,Anas platyrhynchos,Incubation period,27,Storchova_Horak_2018
Birds,Anas platyrhynchos,Incubation sex,F,Storchova_Horak_2018
Birds,Anas platyrhynchos,Hatching,SY,Storchova_Horak_2018
Birds,Anas platyrhynchos,Eggshells,1,Storchova_Horak_2018
Birds,Anas platyrhynchos,Nestling period,NA,Storchova_Horak_2018
Birds,Anas platyrhynchos,Fledging period,55,Storchova_Horak_2018
Birds,Anas platyrhynchos,Parental feeding,0,Storchova_Horak_2018
Birds,Anas platyrhynchos,Age of independence,55,Storchova_Horak_2018
Birds,Anas platyrhynchos,Feeding independence,55,Storchova_Horak_2018
Birds,Anas platyrhynchos,Age of first breeding,1,Storchova_Horak_2018
Birds,Anas platyrhynchos,Life span,23,Storchova_Horak_2018
Birds,Anas platyrhynchos,Post-fledging mortality,70,Storchova_Horak_2018
Birds,Anas platyrhynchos,Mortality of adults,56,Storchova_Horak_2018
Birds,Anas platyrhynchos,Association outside the breeding season,GR,Storchova_Horak_2018
Birds,Anas platyrhynchos,Territoriality,0,Storchova_Horak_2018
Birds,Anas platyrhynchos,Sedentary,0,Storchova_Horak_2018
Birds,Anas platyrhynchos,Facultative migrant,0,Storchova_Horak_2018
Birds,Anas platyrhynchos,Short distance migrant,1,Storchova_Horak_2018
Birds,Anas platyrhynchos,Long distance migrant,0,Storchova_Horak_2018
Birds,Anthus trivialis,TailF_MEAN,56.8,Storchova_Horak_2018
Birds,Anthus trivialis,BillU_MEAN,15.1,Storchova_Horak_2018
Birds,Anthus trivialis,BillM_MEAN,15.3,Storchova_Horak_2018
Birds,Anthus trivialis,BillF_MEAN,14.9,Storchova_Horak_2018
Birds,Anthus trivialis,TarsusU_MEAN,21.15,Storchova_Horak_2018
Birds,Anthus trivialis,TarsusM_MEAN,21.1,Storchova_Horak_2018
Birds,Anthus trivialis,TarsusF_MEAN,21.2,Storchova_Horak_2018
Birds,Anthus trivialis,WeightU_MEAN,22.15,Storchova_Horak_2018
Birds,Anthus trivialis,WeightM_MEAN,21.9,Storchova_Horak_2018
Birds,Anthus trivialis,WeightF_MEAN,22.4,Storchova_Horak_2018
Birds,Anthus trivialis,Sexual dimorphism,0,Storchova_Horak_2018
Birds,Anthus trivialis,Clutch_MIN,2,Storchova_Horak_2018
Birds,Anthus trivialis,Clutch_MAX,8,Storchova_Horak_2018
Birds,Anthus trivialis,Clutch_MEAN,4,Storchova_Horak_2018
Birds,Anthus trivialis,Broods per year,1.5,Storchova_Horak_2018
Birds,Anthus trivialis,EggL_MEAN,20.3,Storchova_Horak_2018
Birds,Anthus trivialis,EggW_MEAN,15.4,Storchova_Horak_2018
Birds,Anthus trivialis,Egg_MASS,2.44,Storchova_Horak_2018
Birds,Anthus trivialis,Young,AL,Storchova_Horak_2018
Birds,Anthus trivialis,Association during nesting,S,Storchova_Horak_2018
Birds,Anthus trivialis,Nest type,GC,Storchova_Horak_2018
Birds,Anthus trivialis,Nest building,F,Storchova_Horak_2018
Birds,Anthus trivialis,Mating system,M,Storchova_Horak_2018
Birds,Anthus trivialis,Incubation period,13,Storchova_Horak_2018
Birds,Anthus trivialis,Incubation sex,F,Storchova_Horak_2018
Birds,Anthus trivialis,Hatching,AS,Storchova_Horak_2018
Birds,Anthus trivialis,Eggshells,NA,Storchova_Horak_2018
Birds,Anthus trivialis,Nestling period,10,Storchova_Horak_2018
Birds,Anthus trivialis,Fledging period,13,Storchova_Horak_2018
Birds,Anthus trivialis,Parental feeding,20,Storchova_Horak_2018
Birds,Anthus trivialis,Age of independence,24,Storchova_Horak_2018
Birds,Anthus trivialis,Feeding independence,22,Storchova_Horak_2018
Birds,Anthus trivialis,Age of first breeding,1,Storchova_Horak_2018
Birds,Anthus trivialis,Life span,9,Storchova_Horak_2018
Birds,Anthus trivialis,Post-fledging mortality,65,Storchova_Horak_2018
Birds,Anthus trivialis,Mortality of adults,58,Storchova_Horak_2018
Birds,Anthus trivialis,Association outside the breeding season,SO,Storchova_Horak_2018
Birds,Anthus trivialis,Territoriality,1,Storchova_Horak_2018
Birds,Anthus trivialis,Sedentary,0,Storchova_Horak_2018
Birds,Anthus trivialis,Facultative migrant,0,Storchova_Horak_2018
Birds,Anthus trivialis,Short distance migrant,0,Storchova_Horak_2018
Birds,Anthus trivialis,Long distance migrant,1,Storchova_Horak_2018
Birds,Aquila adalberti,TailF_MEAN,306,Storchova_Horak_2018
Birds,Aquila adalberti,BillU_MEAN,46.4,Storchova_Horak_2018
Birds,Aquila adalberti,BillM_MEAN,44.4,Storchova_Horak_2018
Birds,Aquila adalberti,BillF_MEAN,48.4,Storchova_Horak_2018
Birds,Aquila adalberti,TarsusU_MEAN,101,Storchova_Horak_2018
Birds,Aquila adalberti,TarsusM_MEAN,93,Storchova_Horak_2018
Birds,Aquila adalberti,TarsusF_MEAN,109,Storchova_Horak_2018
Birds,Aquila adalberti,WeightU_MEAN,3000,Storchova_Horak_2018
Birds,Aquila adalberti,WeightM_MEAN,3000,Storchova_Horak_2018
Birds,Aquila adalberti,WeightF_MEAN,3000,Storchova_Horak_2018
Birds,Aquila adalberti,Sexual dimorphism,0,Storchova_Horak_2018
Birds,Aquila adalberti,Clutch_MIN,1,Storchova_Horak_2018
Birds,Aquila adalberti,Clutch_MAX,4,Storchova_Horak_2018
Birds,Aquila adalberti,Clutch_MEAN,2.5,Storchova_Horak_2018
Birds,Aquila adalberti,Broods per year,1,Storchova_Horak_2018
Birds,Aquila adalberti,EggL_MEAN,73,Storchova_Horak_2018
Birds,Aquila adalberti,EggW_MEAN,57,Storchova_Horak_2018
Birds,Aquila adalberti,Egg_MASS,132,Storchova_Horak_2018
Birds,Aquila adalberti,Young,SA,Storchova_Horak_2018
Birds,Aquila adalberti,Association during nesting,S,Storchova_Horak_2018
Birds,Aquila adalberti,Nest type,OA,Storchova_Horak_2018
Birds,Aquila adalberti,Nest building,F,Storchova_Horak_2018
Birds,Aquila adalberti,Mating system,M,Storchova_Horak_2018
Birds,Aquila adalberti,Incubation period,43,Storchova_Horak_2018
Birds,Aquila adalberti,Incubation sex,B,Storchova_Horak_2018
Birds,Aquila adalberti,Hatching,AS,Storchova_Horak_2018
Birds,Aquila adalberti,Eggshells,NA,Storchova_Horak_2018
Birds,Aquila adalberti,Nestling period,NA,Storchova_Horak_2018
Birds,Aquila adalberti,Fledging period,75,Storchova_Horak_2018
Birds,Aquila adalberti,Parental feeding,NA,Storchova_Horak_2018
Birds,Aquila adalberti,Age of independence,NA,Storchova_Horak_2018
Birds,Aquila adalberti,Feeding independence,NA,Storchova_Horak_2018
Birds,Aquila adalberti,Age of first breeding,5,Storchova_Horak_2018
Birds,Aquila adalberti,Life span,56,Storchova_Horak_2018
Birds,Aquila adalberti,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Aquila adalberti,Mortality of adults,NA,Storchova_Horak_2018
Birds,Aquila adalberti,Association outside the breeding season,"SO,PA",Storchova_Horak_2018
Birds,Aquila adalberti,Territoriality,1,Storchova_Horak_2018
Birds,Aquila adalberti,Sedentary,1,Storchova_Horak_2018
Birds,Aquila adalberti,Facultative migrant,0,Storchova_Horak_2018
Birds,Aquila adalberti,Short distance migrant,0,Storchova_Horak_2018
Birds,Aquila adalberti,Long distance migrant,0,Storchova_Horak_2018
Birds,Aquila chrysaetos,TailF_MEAN,341,Storchova_Horak_2018
Birds,Aquila chrysaetos,BillU_MEAN,43.35,Storchova_Horak_2018
Birds,Aquila chrysaetos,BillM_MEAN,41.4,Storchova_Horak_2018
Birds,Aquila chrysaetos,BillF_MEAN,45.3,Storchova_Horak_2018
Birds,Aquila chrysaetos,TarsusU_MEAN,106,Storchova_Horak_2018
Birds,Aquila chrysaetos,TarsusM_MEAN,103,Storchova_Horak_2018
Birds,Aquila chrysaetos,TarsusF_MEAN,109,Storchova_Horak_2018
Birds,Aquila chrysaetos,WeightU_MEAN,4383,Storchova_Horak_2018
Birds,Aquila chrysaetos,WeightM_MEAN,3572,Storchova_Horak_2018
Birds,Aquila chrysaetos,WeightF_MEAN,5194,Storchova_Horak_2018
Birds,Aquila chrysaetos,Sexual dimorphism,0,Storchova_Horak_2018
Birds,Aquila chrysaetos,Clutch_MIN,1,Storchova_Horak_2018
Birds,Aquila chrysaetos,Clutch_MAX,3,Storchova_Horak_2018
Birds,Aquila chrysaetos,Clutch_MEAN,2,Storchova_Horak_2018
Birds,Aquila chrysaetos,Broods per year,1,Storchova_Horak_2018
Birds,Aquila chrysaetos,EggL_MEAN,75,Storchova_Horak_2018
Birds,Aquila chrysaetos,EggW_MEAN,59,Storchova_Horak_2018
Birds,Aquila chrysaetos,Egg_MASS,136,Storchova_Horak_2018
Birds,Aquila chrysaetos,Young,SA,Storchova_Horak_2018
Birds,Aquila chrysaetos,Association during nesting,S,Storchova_Horak_2018
Birds,Aquila chrysaetos,Nest type,OA,Storchova_Horak_2018
Birds,Aquila chrysaetos,Nest building,F,Storchova_Horak_2018
Birds,Aquila chrysaetos,Mating system,M,Storchova_Horak_2018
Birds,Aquila chrysaetos,Incubation period,44,Storchova_Horak_2018
Birds,Aquila chrysaetos,Incubation sex,B,Storchova_Horak_2018
Birds,Aquila chrysaetos,Hatching,AS,Storchova_Horak_2018
Birds,Aquila chrysaetos,Eggshells,NA,Storchova_Horak_2018
Birds,Aquila chrysaetos,Nestling period,NA,Storchova_Horak_2018
Birds,Aquila chrysaetos,Fledging period,70,Storchova_Horak_2018
Birds,Aquila chrysaetos,Parental feeding,NA,Storchova_Horak_2018
Birds,Aquila chrysaetos,Age of independence,160,Storchova_Horak_2018
Birds,Aquila chrysaetos,Feeding independence,160,Storchova_Horak_2018
Birds,Aquila chrysaetos,Age of first breeding,4,Storchova_Horak_2018
Birds,Aquila chrysaetos,Life span,32,Storchova_Horak_2018
Birds,Aquila chrysaetos,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Aquila chrysaetos,Mortality of adults,NA,Storchova_Horak_2018
Birds,Aquila chrysaetos,Association outside the breeding season,"SO,PA",Storchova_Horak_2018
Birds,Aquila chrysaetos,Territoriality,1,Storchova_Horak_2018
Birds,Aquila chrysaetos,Sedentary,1,Storchova_Horak_2018
Birds,Aquila chrysaetos,Facultative migrant,0,Storchova_Horak_2018
Birds,Aquila chrysaetos,Short distance migrant,0,Storchova_Horak_2018
Birds,Aquila chrysaetos,Long distance migrant,0,Storchova_Horak_2018
Birds,Aquila heliaca,TailF_MEAN,297,Storchova_Horak_2018
Birds,Aquila heliaca,BillU_MEAN,43.65,Storchova_Horak_2018
Birds,Aquila heliaca,BillM_MEAN,42,Storchova_Horak_2018
Birds,Aquila heliaca,BillF_MEAN,45.3,Storchova_Horak_2018
Birds,Aquila heliaca,TarsusU_MEAN,98.5,Storchova_Horak_2018
Birds,Aquila heliaca,TarsusM_MEAN,94,Storchova_Horak_2018
Birds,Aquila heliaca,TarsusF_MEAN,103,Storchova_Horak_2018
Birds,Aquila heliaca,WeightU_MEAN,3262.5,Storchova_Horak_2018
Birds,Aquila heliaca,WeightM_MEAN,2624,Storchova_Horak_2018
Birds,Aquila heliaca,WeightF_MEAN,3901,Storchova_Horak_2018
Birds,Aquila heliaca,Sexual dimorphism,0,Storchova_Horak_2018
Birds,Aquila heliaca,Clutch_MIN,1,Storchova_Horak_2018
Birds,Aquila heliaca,Clutch_MAX,3,Storchova_Horak_2018
Birds,Aquila heliaca,Clutch_MEAN,2.5,Storchova_Horak_2018
Birds,Aquila heliaca,Broods per year,1,Storchova_Horak_2018
Birds,Aquila heliaca,EggL_MEAN,73,Storchova_Horak_2018
Birds,Aquila heliaca,EggW_MEAN,57,Storchova_Horak_2018
Birds,Aquila heliaca,Egg_MASS,132,Storchova_Horak_2018
Birds,Aquila heliaca,Young,SA,Storchova_Horak_2018
Birds,Aquila heliaca,Association during nesting,S,Storchova_Horak_2018
Birds,Aquila heliaca,Nest type,OA,Storchova_Horak_2018
Birds,Aquila heliaca,Nest building,F,Storchova_Horak_2018
Birds,Aquila heliaca,Mating system,M,Storchova_Horak_2018
Birds,Aquila heliaca,Incubation period,43,Storchova_Horak_2018
Birds,Aquila heliaca,Incubation sex,B,Storchova_Horak_2018
Birds,Aquila heliaca,Hatching,AS,Storchova_Horak_2018
Birds,Aquila heliaca,Eggshells,NA,Storchova_Horak_2018
Birds,Aquila heliaca,Nestling period,NA,Storchova_Horak_2018
Birds,Aquila heliaca,Fledging period,70,Storchova_Horak_2018
Birds,Aquila heliaca,Parental feeding,NA,Storchova_Horak_2018
Birds,Aquila heliaca,Age of independence,NA,Storchova_Horak_2018
Birds,Aquila heliaca,Feeding independence,NA,Storchova_Horak_2018
Birds,Aquila heliaca,Age of first breeding,5,Storchova_Horak_2018
Birds,Aquila heliaca,Life span,26,Storchova_Horak_2018
Birds,Aquila heliaca,Post-fledging mortality,NA,Storchova_Horak_2018
Birds,Aquila heliaca,Mortality of adults,NA,Storchova_Horak_2018
Birds,Aquila heliaca,Association outside the breeding season,"SO,PA",Storchova_Horak_2018
Birds,Aquila heliaca,Territoriality,1,Storchova_Horak_2018
Birds,Aquila heliaca,Sedentary,0,Storchova_Horak_2018
Birds,Aquila heliaca,Facultative migrant,0,Storchova_Horak_2018
Birds,Aquila heliaca,Short distance migrant,1,Storchova_Horak_2018
Birds,Aquila heliaca,Long distance migrant,0,Storchova_Horak_2018
Birds,Ardea alba,TailF_MEAN,171,Storchova_Horak_2018
Birds,Ardea alba,BillU_MEAN,122,Storchova_Horak_2018
Birds,Ardea alba,BillM_MEAN,123,Storchova_Horak_2018
Birds,Ardea alba,BillF_MEAN,121,Storchova_Horak_2018
Birds,Ardea alba,TarsusU_MEAN,178,Storchova_Horak_2018
Birds,Ardea alba,TarsusM_MEAN,190,Storchova_Horak_2018
Birds,Ardea alba,TarsusF_MEAN,166,Storchova_Horak_2018
Birds,Ardea alba,WeightU_MEAN,995,Storchova_Horak_2018
Birds,Ardea alba,WeightM_MEAN,1030,Storchova_Horak_2018
Birds,Ardea alba,WeightF_MEAN,960,Storchova_Horak_2018
Birds,Ardea alba,Sexual dimorphism,0,Storchova_Horak_2018
Birds,Ardea alba,Clutch_MIN,2,Storchova_Horak_2018
Birds,Ardea alba,Clutch_MAX,6,Storchova_Horak_2018
Birds,Ardea alba,Clutch_MEAN,4,Storchova_Horak_2018
Birds,Ardea alba,Broods per year,1,Storchova_Horak_2018
Birds,Ardea alba,EggL_MEAN,61,Storchova_Horak_2018
Birds,Ardea alba,EggW_MEAN,43,Storchova_Horak_2018
Birds,Ardea alba,Egg_MASS,48.5,Storchova_Horak_2018
Birds,Ardea alba,Young,SA,Storchova_Horak_2018
Birds,Ardea alba,Association during nesting,"S,C",Storchova_Horak_2018
Birds,Ardea alba,Nest type,OA,Storchova_Horak_2018
Birds,Ardea alba,Nest building,B,Storchova_Horak_2018
Birds,Ardea alba,Mating system,M,Storchova_Horak_2018
Birds,Ardea alba,Incubation period,26,Storchova_Horak_2018
Birds,Ardea alba,Incubation sex,B,Storchova_Horak_2018
Birds,Ardea alba,Hatching,AS,Storchova_Horak_2018
Birds,Ardea alba,Eggshells,NA,Storchova_Horak_2018
Birds,Ardea alba,Nestling period,20,Storchova_Horak_2018
Birds,Ardea alba,Fledging period,42,Storchova_Horak_2018
Birds,Ardea alba,Parental feeding,NA,Storchova_Horak_2018
Birds,Ardea alba,Age of independence,NA,Storchova_Horak_2018
Birds,Ardea alba,Feeding independence,NA,Storchova_Horak_2018
Birds,Ardea alba,Age of first breeding,2,Storchova_Horak_2018
Birds,Ardea alba,Life span,14,Storchova_Horak_2018
Birds,Ardea alba,Post-fledging mortality,76,Storchova_Horak_2018
Birds,Ardea alba,Mortality of adults,26,Storchova_Horak_2018
Birds,Ardea alba,Association outside the breeding season,"GR,SO",Storchova_Horak_2018
Birds,Ardea alba,Territoriality,1,Storchova_Horak_2018
Birds,Ardea alba,Sedentary,0,Storchova_Horak_2018
Birds,Ardea alba,Facultative migrant,0,Storchova_Horak_2018
Birds,Ardea alba,Short distance migrant,1,Storchova_Horak_2018
Birds,Ardea alba,Long distance migrant,0,Storchova_Horak_2018
Birds,Ardea cinerea,TailF_MEAN,166,Storchova_Horak_2018
Birds,Ardea cinerea,BillU_MEAN,116,Storchova_Horak_2018
Birds,Ardea cinerea,BillM_MEAN,120,Storchova_Horak_2018
Birds,Ardea cinerea,BillF_MEAN,112,Storchova_Horak_2018
Birds,Ardea cinerea,TarsusU_MEAN,146,Storchova_Horak_2018
Birds,Ardea cinerea,TarsusM_MEAN,151,Storchova_Horak_2018
Birds,Ardea cinerea,TarsusF_MEAN,141,Storchova_Horak_2018
Birds,Ardea cinerea,WeightU_MEAN,1433,Storchova_Horak_2018
Birds,Ardea cinerea,WeightM_MEAN,1505,Storchova_Horak_2018
Birds,Ardea cinerea,WeightF_MEAN,1361,Storchova_Horak_2018
Birds,Ardea cinerea,Sexual dimorphism,0,Storchova_Horak_2018
Birds,Ardea cinerea,Clutch_MIN,1,Storchova_Horak_2018
Birds,Ardea cinerea,Clutch_MAX,10,Storchova_Horak_2018
Birds,Ardea cinerea,Clutch_MEAN,4.5,Storchova_Horak_2018
Birds,Ardea cinerea,Broods per year,1,Storchova_Horak_2018
Birds,Ardea cinerea,EggL_MEAN,61,Storchova_Horak_2018
Birds,Ardea cinerea,EggW_MEAN,43,Storchova_Horak_2018
Birds,Ardea cinerea,Egg_MASS,60,Storchova_Horak_2018
Birds,Ardea cinerea,Young,SA,Storchova_Horak_2018
Birds,Ardea cinerea,Association during nesting,C,Storchova_Horak_2018
Birds,Ardea cinerea,Nest type,OA,Storchova_Horak_2018
Birds,Ardea cinerea,Nest building,B,Storchova_Horak_2018
Birds,Ardea cinerea,Mating system,M,Storchova_Horak_2018
Birds,Ardea cinerea,Incubation period,26,Storchova_Horak_2018
Birds,Ardea cinerea,Incubation sex,B,Storchova_Horak_2018
Birds,Ardea cinerea,Hatching,AS,Storchova_Horak_2018
Birds,Ardea cinerea,Eggshells,0,Storchova_Horak_2018
Birds,Ardea cinerea,Nestling period,25,Storchova_Horak_2018
Birds,Ardea cinerea,Fledging period,50,Storchova_Horak_2018
Birds,Ardea cinerea,Parental feeding,65,Storchova_Horak_2018
Birds,Ardea cinerea,Age of independence,65,Storchova_Horak_2018
Birds,Ardea cinerea,Feeding independence,65,Storchova_Horak_2018
Birds,Ardea cinerea,Age of first breeding,2,Storchova_Horak_2018
