Taxon,Species,Trait,Value,Source
Butterflies,Pieris krueperi,VoltinismMax,3,Middleton-Welling_et_al_2020
Butterflies,Pieris krueperi,FlyingPeriodBreadth,8,Middleton-Welling_et_al_2020
Butterflies,Pieris krueperi,FlyingPeriodPosition,7,Middleton-Welling_et_al_2020
Butterflies,Pieris krueperi,OverwinteringStage,P,Middleton-Welling_et_al_2020
Butterflies,Pieris krueperi,OverwinteringLoc,Su,Middleton-Welling_et_al_2020
Butterflies,Pieris krueperi,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Pieris krueperi,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Pieris krueperi,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Pieris krueperi,MateLocatingLoc,Rc,Middleton-Welling_et_al_2020
Butterflies,Pieris krueperi,MateLocatingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Pieris krueperi,MateLocatingLoc,Ps,Middleton-Welling_et_al_2020
Butterflies,Pieris krueperi,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Pieris krueperi,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Pieris krueperi,EggLayingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Pieris krueperi,WingSpan,46,Middleton-Welling_et_al_2020
Butterflies,Pieris krueperi,HostPlantSpec,1,Clarke_2022
Butterflies,Pieris mannii,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Pieris mannii,WingIndex,0.018,Middleton-Welling_et_al_2020
Butterflies,Pieris mannii,VoltinismMax,3,Middleton-Welling_et_al_2020
Butterflies,Pieris mannii,FlyingPeriodBreadth,10,Middleton-Welling_et_al_2020
Butterflies,Pieris mannii,FlyingPeriodPosition,7,Middleton-Welling_et_al_2020
Butterflies,Pieris mannii,OverwinteringStage,P,Middleton-Welling_et_al_2020
Butterflies,Pieris mannii,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Pieris mannii,OverwinteringLoc,Ts,Middleton-Welling_et_al_2020
Butterflies,Pieris mannii,OverwinteringLoc,Sb,Middleton-Welling_et_al_2020
Butterflies,Pieris mannii,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Pieris mannii,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Pieris mannii,BaskingSite,Th,Middleton-Welling_et_al_2020
Butterflies,Pieris mannii,BaskingSite,Sb,Middleton-Welling_et_al_2020
Butterflies,Pieris mannii,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Pieris mannii,MateLocatingLoc,Rc,Middleton-Welling_et_al_2020
Butterflies,Pieris mannii,MateLocatingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Pieris mannii,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Pieris mannii,HostPlantType,Wp,Middleton-Welling_et_al_2020
Butterflies,Pieris mannii,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Pieris mannii,EggLayingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Pieris mannii,WingSpan,43,Middleton-Welling_et_al_2020
Butterflies,Pieris mannii,HostPlantSpec,0.03941,Clarke_2022
Butterflies,Pieris napi,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Pieris napi,WingIndex,0.015,Middleton-Welling_et_al_2020
Butterflies,Pieris napi,VoltinismMax,3,Middleton-Welling_et_al_2020
Butterflies,Pieris napi,FlyingPeriodBreadth,9,Middleton-Welling_et_al_2020
Butterflies,Pieris napi,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020
Butterflies,Pieris napi,OverwinteringStage,P,Middleton-Welling_et_al_2020
Butterflies,Pieris napi,OverwinteringLoc,Su,Middleton-Welling_et_al_2020
Butterflies,Pieris napi,OverwinteringLoc,Ts,Middleton-Welling_et_al_2020
Butterflies,Pieris napi,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Pieris napi,BaskingSite,Gr,Middleton-Welling_et_al_2020
Butterflies,Pieris napi,BaskingSite,Th,Middleton-Welling_et_al_2020
Butterflies,Pieris napi,BaskingSite,Sb,Middleton-Welling_et_al_2020
Butterflies,Pieris napi,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Pieris napi,MateLocatingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Pieris napi,MateLocatingLoc,Gr,Middleton-Welling_et_al_2020
Butterflies,Pieris napi,MateLocatingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Pieris napi,MateLocatingLoc,Sb,Middleton-Welling_et_al_2020
Butterflies,Pieris napi,MateLocatingLoc,Ns,Middleton-Welling_et_al_2020
Butterflies,Pieris napi,MateLocatingLoc,Hs,Middleton-Welling_et_al_2020
Butterflies,Pieris napi,MateLocatingLoc,Ps,Middleton-Welling_et_al_2020
Butterflies,Pieris napi,HostPlantType,Bi,Middleton-Welling_et_al_2020
Butterflies,Pieris napi,HostPlantType,An,Middleton-Welling_et_al_2020
Butterflies,Pieris napi,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Pieris napi,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Pieris napi,EggLayingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Pieris napi,WingSpan,41,Middleton-Welling_et_al_2020
Butterflies,Pieris napi,HostPlantSpec,0.0135,Clarke_2022
Butterflies,Pieris rapae,EggLayingType,3_Sb,Middleton-Welling_et_al_2020
Butterflies,Pieris rapae,WingIndex,0.020,Middleton-Welling_et_al_2020
Butterflies,Pieris rapae,VoltinismMax,3,Middleton-Welling_et_al_2020
Butterflies,Pieris rapae,FlyingPeriodBreadth,10,Middleton-Welling_et_al_2020
Butterflies,Pieris rapae,FlyingPeriodPosition,7,Middleton-Welling_et_al_2020
Butterflies,Pieris rapae,OverwinteringStage,P,Middleton-Welling_et_al_2020
Butterflies,Pieris rapae,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Pieris rapae,OverwinteringLoc,Ts,Middleton-Welling_et_al_2020
Butterflies,Pieris rapae,OverwinteringLoc,Sb,Middleton-Welling_et_al_2020
Butterflies,Pieris rapae,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Pieris rapae,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Pieris rapae,BaskingSite,Gr,Middleton-Welling_et_al_2020
Butterflies,Pieris rapae,BaskingSite,Th,Middleton-Welling_et_al_2020
Butterflies,Pieris rapae,BaskingSite,Sb,Middleton-Welling_et_al_2020
Butterflies,Pieris rapae,BaskingSite,Ms,Middleton-Welling_et_al_2020
Butterflies,Pieris rapae,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Pieris rapae,MateLocatingLoc,Be,Middleton-Welling_et_al_2020
Butterflies,Pieris rapae,MateLocatingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Pieris rapae,MateLocatingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Pieris rapae,MateLocatingLoc,Sb,Middleton-Welling_et_al_2020
Butterflies,Pieris rapae,MateLocatingLoc,Ns,Middleton-Welling_et_al_2020
Butterflies,Pieris rapae,MateLocatingLoc,Hs,Middleton-Welling_et_al_2020
Butterflies,Pieris rapae,HostPlantType,Bi,Middleton-Welling_et_al_2020
Butterflies,Pieris rapae,HostPlantType,An,Middleton-Welling_et_al_2020
Butterflies,Pieris rapae,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Pieris rapae,HostPlantType,Wp,Middleton-Welling_et_al_2020
Butterflies,Pieris rapae,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Pieris rapae,EggLayingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Pieris rapae,WingSpan,44.5,Middleton-Welling_et_al_2020
Butterflies,Pieris rapae,HostPlantSpec,0.00665,Clarke_2022
Butterflies,Plebejus argus,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Plebejus argus,WingIndex,-0.049,Middleton-Welling_et_al_2020
Butterflies,Plebejus argus,VoltinismMax,2,Middleton-Welling_et_al_2020
Butterflies,Plebejus argus,FlyingPeriodBreadth,4,Middleton-Welling_et_al_2020
Butterflies,Plebejus argus,FlyingPeriodPosition,7,Middleton-Welling_et_al_2020
Butterflies,Plebejus argus,OverwinteringStage,E,Middleton-Welling_et_al_2020
Butterflies,Plebejus argus,OverwinteringLoc,Su,Middleton-Welling_et_al_2020
Butterflies,Plebejus argus,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Plebejus argus,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Plebejus argus,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Plebejus argus,PupalLoc,Bu,Middleton-Welling_et_al_2020
Butterflies,Plebejus argus,PupalLoc,At,Middleton-Welling_et_al_2020
Butterflies,Plebejus argus,MateLocatingLoc,Rc,Middleton-Welling_et_al_2020
Butterflies,Plebejus argus,MateLocatingLoc,Be,Middleton-Welling_et_al_2020
Butterflies,Plebejus argus,MateLocatingLoc,Gr,Middleton-Welling_et_al_2020
Butterflies,Plebejus argus,MateLocatingLoc,Ps,Middleton-Welling_et_al_2020
Butterflies,Plebejus argus,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Plebejus argus,HostPlantType,Wp,Middleton-Welling_et_al_2020
Butterflies,Plebejus argus,EggLayingLoc,Bg,Middleton-Welling_et_al_2020
Butterflies,Plebejus argus,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Plebejus argus,WingSpan,22.75,Middleton-Welling_et_al_2020
Butterflies,Plebejus argus,HostPlantSpec,0.01474,Clarke_2022
Butterflies,Plebejus argyrognomon,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Plebejus argyrognomon,WingIndex,-0.034,Middleton-Welling_et_al_2020
Butterflies,Plebejus argyrognomon,VoltinismMax,2,Middleton-Welling_et_al_2020
Butterflies,Plebejus argyrognomon,FlyingPeriodBreadth,4,Middleton-Welling_et_al_2020
Butterflies,Plebejus argyrognomon,FlyingPeriodPosition,7,Middleton-Welling_et_al_2020
Butterflies,Plebejus argyrognomon,OverwinteringStage,E,Middleton-Welling_et_al_2020
Butterflies,Plebejus argyrognomon,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Plebejus argyrognomon,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Plebejus argyrognomon,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Plebejus argyrognomon,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Plebejus argyrognomon,BaskingSite,Gr,Middleton-Welling_et_al_2020
Butterflies,Plebejus argyrognomon,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Plebejus argyrognomon,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Plebejus argyrognomon,HostPlantType,Bi,Middleton-Welling_et_al_2020
Butterflies,Plebejus argyrognomon,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Plebejus argyrognomon,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Plebejus argyrognomon,WingSpan,31,Middleton-Welling_et_al_2020
Butterflies,Plebejus argyrognomon,HostPlantSpec,0.12599,Clarke_2022
Butterflies,Plebejus idas,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Plebejus idas,WingIndex,-0.046,Middleton-Welling_et_al_2020
Butterflies,Plebejus idas,VoltinismMax,2,Middleton-Welling_et_al_2020
Butterflies,Plebejus idas,FlyingPeriodBreadth,5,Middleton-Welling_et_al_2020
Butterflies,Plebejus idas,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020
Butterflies,Plebejus idas,OverwinteringStage,E,Middleton-Welling_et_al_2020
Butterflies,Plebejus idas,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Plebejus idas,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Plebejus idas,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Plebejus idas,PupalLoc,Bu,Middleton-Welling_et_al_2020
Butterflies,Plebejus idas,PupalLoc,At,Middleton-Welling_et_al_2020
Butterflies,Plebejus idas,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Plebejus idas,HostPlantType,Wp,Middleton-Welling_et_al_2020
Butterflies,Plebejus idas,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Plebejus idas,WingSpan,24.25,Middleton-Welling_et_al_2020
Butterflies,Plebejus idas,HostPlantSpec,0.01443,Clarke_2022
Butterflies,Polygonia c-album,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Polygonia c-album,WingIndex,0.029,Middleton-Welling_et_al_2020
Butterflies,Polygonia c-album,VoltinismMax,3,Middleton-Welling_et_al_2020
Butterflies,Polygonia c-album,FlyingPeriodBreadth,10,Middleton-Welling_et_al_2020
Butterflies,Polygonia c-album,FlyingPeriodPosition,7,Middleton-Welling_et_al_2020
Butterflies,Polygonia c-album,OverwinteringStage,A,Middleton-Welling_et_al_2020
Butterflies,Polygonia c-album,OverwinteringLoc,Ts,Middleton-Welling_et_al_2020
Butterflies,Polygonia c-album,OverwinteringLoc,Sb,Middleton-Welling_et_al_2020
Butterflies,Polygonia c-album,OverwinteringLoc,Tr,Middleton-Welling_et_al_2020
Butterflies,Polygonia c-album,OverwinteringLoc,Li,Middleton-Welling_et_al_2020
Butterflies,Polygonia c-album,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Polygonia c-album,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Polygonia c-album,BaskingSite,Gr,Middleton-Welling_et_al_2020
Butterflies,Polygonia c-album,BaskingSite,Th,Middleton-Welling_et_al_2020
Butterflies,Polygonia c-album,BaskingSite,Sb,Middleton-Welling_et_al_2020
Butterflies,Polygonia c-album,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Polygonia c-album,PupalLoc,Sl,Middleton-Welling_et_al_2020
Butterflies,Polygonia c-album,MateLocatingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Polygonia c-album,MateLocatingLoc,Sb,Middleton-Welling_et_al_2020
Butterflies,Polygonia c-album,MateLocatingLoc,Hs,Middleton-Welling_et_al_2020
Butterflies,Polygonia c-album,MateLocatingLoc,Ps,Middleton-Welling_et_al_2020
Butterflies,Polygonia c-album,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Polygonia c-album,HostPlantType,Wp,Middleton-Welling_et_al_2020
Butterflies,Polygonia c-album,EggLayingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Polygonia c-album,EggLayingLoc,Li,Middleton-Welling_et_al_2020
Butterflies,Polygonia c-album,WingSpan,45.5,Middleton-Welling_et_al_2020
Butterflies,Polygonia c-album,HostPlantSpec,0.0289,Clarke_2022
Butterflies,Polygonia egea,EggLayingType,2_SeSb,Middleton-Welling_et_al_2020
Butterflies,Polygonia egea,WingIndex,0.024,Middleton-Welling_et_al_2020
Butterflies,Polygonia egea,VoltinismMax,3,Middleton-Welling_et_al_2020
Butterflies,Polygonia egea,FlyingPeriodBreadth,11,Middleton-Welling_et_al_2020
Butterflies,Polygonia egea,FlyingPeriodPosition,6.5,Middleton-Welling_et_al_2020
Butterflies,Polygonia egea,OverwinteringStage,A,Middleton-Welling_et_al_2020
Butterflies,Polygonia egea,OverwinteringLoc,Bu,Middleton-Welling_et_al_2020
Butterflies,Polygonia egea,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Polygonia egea,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Polygonia egea,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Polygonia egea,EggLayingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Polygonia egea,WingSpan,45,Middleton-Welling_et_al_2020
Butterflies,Polygonia egea,HostPlantSpec,0.1291,Clarke_2022
Butterflies,Polyommatus admetus,WingIndex,-0.025,Middleton-Welling_et_al_2020
Butterflies,Polyommatus admetus,VoltinismMax,1,Middleton-Welling_et_al_2020
Butterflies,Polyommatus admetus,FlyingPeriodBreadth,3,Middleton-Welling_et_al_2020
Butterflies,Polyommatus admetus,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020
Butterflies,Polyommatus admetus,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Polyommatus admetus,OverwinteringLoc,Bu,Middleton-Welling_et_al_2020
Butterflies,Polyommatus admetus,OverwinteringLoc,Su,Middleton-Welling_et_al_2020
Butterflies,Polyommatus admetus,HostPlantType,An,Middleton-Welling_et_al_2020
Butterflies,Polyommatus admetus,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Polyommatus admetus,WingSpan,34,Middleton-Welling_et_al_2020
Butterflies,Polyommatus admetus,HostPlantSpec,0.40825,Clarke_2022
Butterflies,Polyommatus aroaniensis,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Polyommatus aroaniensis,WingIndex,-0.034,Middleton-Welling_et_al_2020
Butterflies,Polyommatus aroaniensis,VoltinismMax,1,Middleton-Welling_et_al_2020
Butterflies,Polyommatus aroaniensis,FlyingPeriodBreadth,3,Middleton-Welling_et_al_2020
Butterflies,Polyommatus aroaniensis,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020
Butterflies,Polyommatus aroaniensis,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Polyommatus aroaniensis,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Polyommatus aroaniensis,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Polyommatus aroaniensis,WingSpan,30.5,Middleton-Welling_et_al_2020
Butterflies,Polyommatus aroaniensis,HostPlantSpec,0.57735,Clarke_2022
Butterflies,Polyommatus damon,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Polyommatus damon,WingIndex,-0.033,Middleton-Welling_et_al_2020
Butterflies,Polyommatus damon,VoltinismMax,1,Middleton-Welling_et_al_2020
Butterflies,Polyommatus damon,FlyingPeriodBreadth,2,Middleton-Welling_et_al_2020
Butterflies,Polyommatus damon,FlyingPeriodPosition,8,Middleton-Welling_et_al_2020
Butterflies,Polyommatus damon,OverwinteringStage,E,Middleton-Welling_et_al_2020
Butterflies,Polyommatus damon,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Polyommatus damon,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Polyommatus damon,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Polyommatus damon,BaskingSite,Gr,Middleton-Welling_et_al_2020
Butterflies,Polyommatus damon,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Polyommatus damon,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Polyommatus damon,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Polyommatus damon,WingSpan,32,Middleton-Welling_et_al_2020
Butterflies,Polyommatus damon,HostPlantSpec,0.5,Clarke_2022
Butterflies,Polyommatus daphnis,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Polyommatus daphnis,WingIndex,-0.015,Middleton-Welling_et_al_2020
Butterflies,Polyommatus daphnis,VoltinismMax,1,Middleton-Welling_et_al_2020
Butterflies,Polyommatus daphnis,FlyingPeriodBreadth,3,Middleton-Welling_et_al_2020
Butterflies,Polyommatus daphnis,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020
Butterflies,Polyommatus daphnis,OverwinteringStage,E,Middleton-Welling_et_al_2020
Butterflies,Polyommatus daphnis,OverwinteringLoc,Su,Middleton-Welling_et_al_2020
Butterflies,Polyommatus daphnis,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Polyommatus daphnis,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Polyommatus daphnis,BaskingSite,Th,Middleton-Welling_et_al_2020
Butterflies,Polyommatus daphnis,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Polyommatus daphnis,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Polyommatus daphnis,EggLayingLoc,Bg,Middleton-Welling_et_al_2020
Butterflies,Polyommatus daphnis,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Polyommatus daphnis,WingSpan,35,Middleton-Welling_et_al_2020
Butterflies,Polyommatus daphnis,HostPlantSpec,0.06934,Clarke_2022
Butterflies,Polyommatus dolus,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Polyommatus dolus,WingIndex,-0.020,Middleton-Welling_et_al_2020
Butterflies,Polyommatus dolus,VoltinismMax,1,Middleton-Welling_et_al_2020
Butterflies,Polyommatus dolus,FlyingPeriodBreadth,2,Middleton-Welling_et_al_2020
Butterflies,Polyommatus dolus,FlyingPeriodPosition,8,Middleton-Welling_et_al_2020
Butterflies,Polyommatus dolus,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Polyommatus dolus,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Polyommatus dolus,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Polyommatus dolus,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Polyommatus dolus,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Polyommatus dolus,WingSpan,35,Middleton-Welling_et_al_2020
Butterflies,Polyommatus dolus,HostPlantSpec,0.57735,Clarke_2022
Butterflies,Polyommatus dorylas,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Polyommatus dorylas,WingIndex,-0.028,Middleton-Welling_et_al_2020
Butterflies,Polyommatus dorylas,VoltinismMax,2,Middleton-Welling_et_al_2020
Butterflies,Polyommatus dorylas,FlyingPeriodBreadth,4,Middleton-Welling_et_al_2020
Butterflies,Polyommatus dorylas,FlyingPeriodPosition,7,Middleton-Welling_et_al_2020
Butterflies,Polyommatus dorylas,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Polyommatus dorylas,OverwinteringLoc,Su,Middleton-Welling_et_al_2020
Butterflies,Polyommatus dorylas,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Polyommatus dorylas,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Polyommatus dorylas,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Polyommatus dorylas,HostPlantType,Bi,Middleton-Welling_et_al_2020
Butterflies,Polyommatus dorylas,HostPlantType,An,Middleton-Welling_et_al_2020
Butterflies,Polyommatus dorylas,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Polyommatus dorylas,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Polyommatus dorylas,WingSpan,32,Middleton-Welling_et_al_2020
Butterflies,Polyommatus dorylas,HostPlantSpec,0.20412,Clarke_2022
Butterflies,Polyommatus eros,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Polyommatus eros,WingIndex,-0.040,Middleton-Welling_et_al_2020
Butterflies,Polyommatus eros,VoltinismMax,1,Middleton-Welling_et_al_2020
Butterflies,Polyommatus eros,FlyingPeriodBreadth,3,Middleton-Welling_et_al_2020
Butterflies,Polyommatus eros,FlyingPeriodPosition,8.5,Middleton-Welling_et_al_2020
Butterflies,Polyommatus eros,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Polyommatus eros,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Polyommatus eros,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Polyommatus eros,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Polyommatus eros,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Polyommatus eros,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Polyommatus eros,HostPlantType,Wp,Middleton-Welling_et_al_2020
Butterflies,Polyommatus eros,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Polyommatus eros,WingSpan,31,Middleton-Welling_et_al_2020
Butterflies,Polyommatus eros,HostPlantSpec,0.09901,Clarke_2022
Butterflies,Polyommatus escheri,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Polyommatus escheri,WingIndex,-0.029,Middleton-Welling_et_al_2020
Butterflies,Polyommatus escheri,VoltinismMax,1,Middleton-Welling_et_al_2020
Butterflies,Polyommatus escheri,FlyingPeriodBreadth,3,Middleton-Welling_et_al_2020
Butterflies,Polyommatus escheri,FlyingPeriodPosition,6.5,Middleton-Welling_et_al_2020
Butterflies,Polyommatus escheri,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Polyommatus escheri,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Polyommatus escheri,OverwinteringLoc,Ts,Middleton-Welling_et_al_2020
Butterflies,Polyommatus escheri,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Polyommatus escheri,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Polyommatus escheri,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Polyommatus escheri,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Polyommatus escheri,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Polyommatus escheri,EggLayingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Polyommatus escheri,WingSpan,28,Middleton-Welling_et_al_2020
Butterflies,Polyommatus escheri,HostPlantSpec,0.31623,Clarke_2022
Butterflies,Polyommatus icarius,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Polyommatus icarius,WingIndex,-0.022,Middleton-Welling_et_al_2020
Butterflies,Polyommatus icarius,VoltinismMax,2,Middleton-Welling_et_al_2020
Butterflies,Polyommatus icarius,FlyingPeriodBreadth,3,Middleton-Welling_et_al_2020
Butterflies,Polyommatus icarius,FlyingPeriodPosition,6.5,Middleton-Welling_et_al_2020
Butterflies,Polyommatus icarius,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Polyommatus icarius,OverwinteringLoc,Su,Middleton-Welling_et_al_2020
Butterflies,Polyommatus icarius,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Polyommatus icarius,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Polyommatus icarius,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Polyommatus icarius,HostPlantType,An,Middleton-Welling_et_al_2020
Butterflies,Polyommatus icarius,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Polyommatus icarius,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Polyommatus icarius,WingSpan,32.25,Middleton-Welling_et_al_2020
Butterflies,Polyommatus icarius,HostPlantSpec,0.14434,Clarke_2022
Butterflies,Polyommatus icarus,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Polyommatus icarus,WingIndex,-0.035,Middleton-Welling_et_al_2020
Butterflies,Polyommatus icarus,VoltinismMax,3,Middleton-Welling_et_al_2020
Butterflies,Polyommatus icarus,FlyingPeriodBreadth,7,Middleton-Welling_et_al_2020
Butterflies,Polyommatus icarus,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020
Butterflies,Polyommatus icarus,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Polyommatus icarus,OverwinteringLoc,Su,Middleton-Welling_et_al_2020
Butterflies,Polyommatus icarus,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Polyommatus icarus,BaskingSite,Sh,Middleton-Welling_et_al_2020
