Taxon,Species,Trait,Value,Source
Butterflies,Aglais io,EggLayingType,5_Lb,Middleton-Welling_et_al_2020
Butterflies,Aglais io,WingIndex,0.061,Middleton-Welling_et_al_2020
Butterflies,Aglais io,VoltinismMax,3,Middleton-Welling_et_al_2020
Butterflies,Aglais io,FlyingPeriodBreadth,9,Middleton-Welling_et_al_2020
Butterflies,Aglais io,FlyingPeriodPosition,6.5,Middleton-Welling_et_al_2020
Butterflies,Aglais io,OverwinteringStage,A,Middleton-Welling_et_al_2020
Butterflies,Aglais io,OverwinteringLoc,Ts,Middleton-Welling_et_al_2020
Butterflies,Aglais io,OverwinteringLoc,Sb,Middleton-Welling_et_al_2020
Butterflies,Aglais io,OverwinteringLoc,Tr,Middleton-Welling_et_al_2020
Butterflies,Aglais io,OverwinteringLoc,Li,Middleton-Welling_et_al_2020
Butterflies,Aglais io,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Aglais io,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Aglais io,BaskingSite,Gr,Middleton-Welling_et_al_2020
Butterflies,Aglais io,BaskingSite,Th,Middleton-Welling_et_al_2020
Butterflies,Aglais io,BaskingSite,Sb,Middleton-Welling_et_al_2020
Butterflies,Aglais io,BaskingSite,Ms,Middleton-Welling_et_al_2020
Butterflies,Aglais io,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Aglais io,MateLocatingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Aglais io,MateLocatingLoc,Hs,Middleton-Welling_et_al_2020
Butterflies,Aglais io,MateLocatingLoc,Ps,Middleton-Welling_et_al_2020
Butterflies,Aglais io,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Aglais io,EggLayingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Aglais io,WingSpan,53.5,Middleton-Welling_et_al_2020
Butterflies,Aglais io,HostPlantSpec,0.18257,Clarke_2022
Butterflies,Aglais urticae,EggLayingType,5_Lb,Middleton-Welling_et_al_2020
Butterflies,Aglais urticae,WingIndex,0.021,Middleton-Welling_et_al_2020
Butterflies,Aglais urticae,VoltinismMax,3,Middleton-Welling_et_al_2020
Butterflies,Aglais urticae,FlyingPeriodBreadth,10,Middleton-Welling_et_al_2020
Butterflies,Aglais urticae,FlyingPeriodPosition,7,Middleton-Welling_et_al_2020
Butterflies,Aglais urticae,OverwinteringStage,A,Middleton-Welling_et_al_2020
Butterflies,Aglais urticae,OverwinteringLoc,Ts,Middleton-Welling_et_al_2020
Butterflies,Aglais urticae,OverwinteringLoc,Sb,Middleton-Welling_et_al_2020
Butterflies,Aglais urticae,OverwinteringLoc,Tr,Middleton-Welling_et_al_2020
Butterflies,Aglais urticae,OverwinteringLoc,Li,Middleton-Welling_et_al_2020
Butterflies,Aglais urticae,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Aglais urticae,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Aglais urticae,BaskingSite,Th,Middleton-Welling_et_al_2020
Butterflies,Aglais urticae,BaskingSite,Sb,Middleton-Welling_et_al_2020
Butterflies,Aglais urticae,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Aglais urticae,MateLocatingLoc,Be,Middleton-Welling_et_al_2020
Butterflies,Aglais urticae,MateLocatingLoc,Gr,Middleton-Welling_et_al_2020
Butterflies,Aglais urticae,MateLocatingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Aglais urticae,MateLocatingLoc,Hs,Middleton-Welling_et_al_2020
Butterflies,Aglais urticae,MateLocatingLoc,Ps,Middleton-Welling_et_al_2020
Butterflies,Aglais urticae,MateLocatingLoc,Ht,Middleton-Welling_et_al_2020
Butterflies,Aglais urticae,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Aglais urticae,EggLayingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Aglais urticae,WingSpan,46.5,Middleton-Welling_et_al_2020
Butterflies,Aglais urticae,HostPlantSpec,0.28868,Clarke_2022
Butterflies,Anthocharis cardamines,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Anthocharis cardamines,WingIndex,0.001,Middleton-Welling_et_al_2020
Butterflies,Anthocharis cardamines,VoltinismMax,1,Middleton-Welling_et_al_2020
Butterflies,Anthocharis cardamines,FlyingPeriodBreadth,5,Middleton-Welling_et_al_2020
Butterflies,Anthocharis cardamines,FlyingPeriodPosition,6.5,Middleton-Welling_et_al_2020
Butterflies,Anthocharis cardamines,OverwinteringStage,P,Middleton-Welling_et_al_2020
Butterflies,Anthocharis cardamines,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Anthocharis cardamines,OverwinteringLoc,Ts,Middleton-Welling_et_al_2020
Butterflies,Anthocharis cardamines,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Anthocharis cardamines,BaskingSite,Gr,Middleton-Welling_et_al_2020
Butterflies,Anthocharis cardamines,BaskingSite,Th,Middleton-Welling_et_al_2020
Butterflies,Anthocharis cardamines,BaskingSite,Sb,Middleton-Welling_et_al_2020
Butterflies,Anthocharis cardamines,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Anthocharis cardamines,MateLocatingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Anthocharis cardamines,MateLocatingLoc,Gr,Middleton-Welling_et_al_2020
Butterflies,Anthocharis cardamines,MateLocatingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Anthocharis cardamines,MateLocatingLoc,Sb,Middleton-Welling_et_al_2020
Butterflies,Anthocharis cardamines,MateLocatingLoc,Ns,Middleton-Welling_et_al_2020
Butterflies,Anthocharis cardamines,MateLocatingLoc,Hs,Middleton-Welling_et_al_2020
Butterflies,Anthocharis cardamines,MateLocatingLoc,Ps,Middleton-Welling_et_al_2020
Butterflies,Anthocharis cardamines,HostPlantType,Bi,Middleton-Welling_et_al_2020
Butterflies,Anthocharis cardamines,HostPlantType,An,Middleton-Welling_et_al_2020
Butterflies,Anthocharis cardamines,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Anthocharis cardamines,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Anthocharis cardamines,EggLayingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Anthocharis cardamines,WingSpan,40.5,Middleton-Welling_et_al_2020
Butterflies,Anthocharis cardamines,HostPlantSpec,0.01787,Clarke_2022
Butterflies,Anthocharis damone,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Anthocharis damone,WingIndex,-0.005,Middleton-Welling_et_al_2020
Butterflies,Anthocharis damone,VoltinismMax,1,Middleton-Welling_et_al_2020
Butterflies,Anthocharis damone,FlyingPeriodBreadth,4,Middleton-Welling_et_al_2020
Butterflies,Anthocharis damone,FlyingPeriodPosition,5,Middleton-Welling_et_al_2020
Butterflies,Anthocharis damone,OverwinteringStage,P,Middleton-Welling_et_al_2020
Butterflies,Anthocharis damone,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Anthocharis damone,OverwinteringLoc,Ts,Middleton-Welling_et_al_2020
Butterflies,Anthocharis damone,OverwinteringLoc,Sb,Middleton-Welling_et_al_2020
Butterflies,Anthocharis damone,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Anthocharis damone,PupalLoc,Sl,Middleton-Welling_et_al_2020
Butterflies,Anthocharis damone,HostPlantType,Bi,Middleton-Welling_et_al_2020
Butterflies,Anthocharis damone,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Anthocharis damone,EggLayingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Anthocharis damone,WingSpan,39.5,Middleton-Welling_et_al_2020
Butterflies,Anthocharis damone,HostPlantSpec,0.40825,Clarke_2022
Butterflies,Anthocharis euphenoides,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Anthocharis euphenoides,WingIndex,-0.012,Middleton-Welling_et_al_2020
Butterflies,Anthocharis euphenoides,VoltinismMax,1,Middleton-Welling_et_al_2020
Butterflies,Anthocharis euphenoides,FlyingPeriodBreadth,4,Middleton-Welling_et_al_2020
Butterflies,Anthocharis euphenoides,FlyingPeriodPosition,5,Middleton-Welling_et_al_2020
Butterflies,Anthocharis euphenoides,OverwinteringStage,P,Middleton-Welling_et_al_2020
Butterflies,Anthocharis euphenoides,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Anthocharis euphenoides,OverwinteringLoc,Ts,Middleton-Welling_et_al_2020
Butterflies,Anthocharis euphenoides,OverwinteringLoc,Sb,Middleton-Welling_et_al_2020
Butterflies,Anthocharis euphenoides,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Anthocharis euphenoides,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Anthocharis euphenoides,BaskingSite,Th,Middleton-Welling_et_al_2020
Butterflies,Anthocharis euphenoides,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Anthocharis euphenoides,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Anthocharis euphenoides,MateLocatingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Anthocharis euphenoides,MateLocatingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Anthocharis euphenoides,MateLocatingLoc,Ns,Middleton-Welling_et_al_2020
Butterflies,Anthocharis euphenoides,HostPlantType,An,Middleton-Welling_et_al_2020
Butterflies,Anthocharis euphenoides,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Anthocharis euphenoides,EggLayingLoc,Bg,Middleton-Welling_et_al_2020
Butterflies,Anthocharis euphenoides,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Anthocharis euphenoides,WingSpan,37,Middleton-Welling_et_al_2020
Butterflies,Anthocharis euphenoides,HostPlantSpec,0.18257,Clarke_2022
Butterflies,Anthocharis gruneri,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Anthocharis gruneri,WingIndex,-0.024,Middleton-Welling_et_al_2020
Butterflies,Anthocharis gruneri,VoltinismMax,1,Middleton-Welling_et_al_2020
Butterflies,Anthocharis gruneri,FlyingPeriodBreadth,6,Middleton-Welling_et_al_2020
Butterflies,Anthocharis gruneri,FlyingPeriodPosition,5,Middleton-Welling_et_al_2020
Butterflies,Anthocharis gruneri,OverwinteringStage,P,Middleton-Welling_et_al_2020
Butterflies,Anthocharis gruneri,HostPlantType,An,Middleton-Welling_et_al_2020
Butterflies,Anthocharis gruneri,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Anthocharis gruneri,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Anthocharis gruneri,WingSpan,33,Middleton-Welling_et_al_2020
Butterflies,Anthocharis gruneri,HostPlantSpec,1,Clarke_2022
Butterflies,Apatura ilia,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Apatura ilia,WingIndex,0.091,Middleton-Welling_et_al_2020
Butterflies,Apatura ilia,VoltinismMax,2,Middleton-Welling_et_al_2020
Butterflies,Apatura ilia,FlyingPeriodBreadth,6,Middleton-Welling_et_al_2020
Butterflies,Apatura ilia,FlyingPeriodPosition,8,Middleton-Welling_et_al_2020
Butterflies,Apatura ilia,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Apatura ilia,OverwinteringLoc,Sb,Middleton-Welling_et_al_2020
Butterflies,Apatura ilia,OverwinteringLoc,Tr,Middleton-Welling_et_al_2020
Butterflies,Apatura ilia,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Apatura ilia,BaskingSite,Sb,Middleton-Welling_et_al_2020
Butterflies,Apatura ilia,BaskingSite,Tc,Middleton-Welling_et_al_2020
Butterflies,Apatura ilia,PupalLoc,Sl,Middleton-Welling_et_al_2020
Butterflies,Apatura ilia,PupalLoc,Cl,Middleton-Welling_et_al_2020
Butterflies,Apatura ilia,HostPlantType,Wp,Middleton-Welling_et_al_2020
Butterflies,Apatura ilia,EggLayingLoc,Ca,Middleton-Welling_et_al_2020
Butterflies,Apatura ilia,WingSpan,67.5,Middleton-Welling_et_al_2020
Butterflies,Apatura ilia,HostPlantSpec,0.12309,Clarke_2022
Butterflies,Apatura iris,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Apatura iris,WingIndex,0.106,Middleton-Welling_et_al_2020
Butterflies,Apatura iris,VoltinismMax,1,Middleton-Welling_et_al_2020
Butterflies,Apatura iris,FlyingPeriodBreadth,3,Middleton-Welling_et_al_2020
Butterflies,Apatura iris,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020
Butterflies,Apatura iris,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Apatura iris,OverwinteringLoc,Sb,Middleton-Welling_et_al_2020
Butterflies,Apatura iris,OverwinteringLoc,Tr,Middleton-Welling_et_al_2020
Butterflies,Apatura iris,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Apatura iris,BaskingSite,Sb,Middleton-Welling_et_al_2020
Butterflies,Apatura iris,BaskingSite,Tc,Middleton-Welling_et_al_2020
Butterflies,Apatura iris,PupalLoc,Sl,Middleton-Welling_et_al_2020
Butterflies,Apatura iris,MateLocatingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Apatura iris,MateLocatingLoc,Tc,Middleton-Welling_et_al_2020
Butterflies,Apatura iris,MateLocatingLoc,Ns,Middleton-Welling_et_al_2020
Butterflies,Apatura iris,MateLocatingLoc,Ps,Middleton-Welling_et_al_2020
Butterflies,Apatura iris,MateLocatingLoc,Ls,Middleton-Welling_et_al_2020
Butterflies,Apatura iris,HostPlantType,Wp,Middleton-Welling_et_al_2020
Butterflies,Apatura iris,EggLayingLoc,Sb,Middleton-Welling_et_al_2020
Butterflies,Apatura iris,WingSpan,67.25,Middleton-Welling_et_al_2020
Butterflies,Apatura iris,HostPlantSpec,0.2132,Clarke_2022
Butterflies,Apatura metis,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Apatura metis,WingIndex,0.069,Middleton-Welling_et_al_2020
Butterflies,Apatura metis,VoltinismMax,2,Middleton-Welling_et_al_2020
Butterflies,Apatura metis,FlyingPeriodBreadth,4,Middleton-Welling_et_al_2020
Butterflies,Apatura metis,FlyingPeriodPosition,7,Middleton-Welling_et_al_2020
Butterflies,Apatura metis,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Apatura metis,OverwinteringLoc,Sb,Middleton-Welling_et_al_2020
Butterflies,Apatura metis,OverwinteringLoc,Tr,Middleton-Welling_et_al_2020
Butterflies,Apatura metis,PupalLoc,Cl,Middleton-Welling_et_al_2020
Butterflies,Apatura metis,MateLocatingLoc,Tc,Middleton-Welling_et_al_2020
Butterflies,Apatura metis,HostPlantType,Wp,Middleton-Welling_et_al_2020
Butterflies,Apatura metis,EggLayingLoc,Sb,Middleton-Welling_et_al_2020
Butterflies,Apatura metis,EggLayingLoc,Ca,Middleton-Welling_et_al_2020
Butterflies,Apatura metis,WingSpan,62,Middleton-Welling_et_al_2020
Butterflies,Apatura metis,HostPlantSpec,1,Clarke_2022
Butterflies,Aphantopus hyperantus,EggLayingType,2_SeSb,Middleton-Welling_et_al_2020
Butterflies,Aphantopus hyperantus,WingIndex,0.004,Middleton-Welling_et_al_2020
Butterflies,Aphantopus hyperantus,VoltinismMax,1,Middleton-Welling_et_al_2020
Butterflies,Aphantopus hyperantus,FlyingPeriodBreadth,3,Middleton-Welling_et_al_2020
Butterflies,Aphantopus hyperantus,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020
Butterflies,Aphantopus hyperantus,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Aphantopus hyperantus,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Aphantopus hyperantus,BaskingSite,Gr,Middleton-Welling_et_al_2020
Butterflies,Aphantopus hyperantus,BaskingSite,Th,Middleton-Welling_et_al_2020
Butterflies,Aphantopus hyperantus,BaskingSite,Sb,Middleton-Welling_et_al_2020
Butterflies,Aphantopus hyperantus,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Aphantopus hyperantus,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Aphantopus hyperantus,MateLocatingLoc,Gr,Middleton-Welling_et_al_2020
Butterflies,Aphantopus hyperantus,MateLocatingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Aphantopus hyperantus,MateLocatingLoc,Ns,Middleton-Welling_et_al_2020
Butterflies,Aphantopus hyperantus,MateLocatingLoc,Hs,Middleton-Welling_et_al_2020
Butterflies,Aphantopus hyperantus,HostPlantType,An,Middleton-Welling_et_al_2020
Butterflies,Aphantopus hyperantus,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Aphantopus hyperantus,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Aphantopus hyperantus,WingSpan,36,Middleton-Welling_et_al_2020
Butterflies,Aphantopus hyperantus,HostPlantSpec,0.03208,Clarke_2022
Butterflies,Aporia crataegi,EggLayingType,5_Lb,Middleton-Welling_et_al_2020
Butterflies,Aporia crataegi,WingIndex,0.076,Middleton-Welling_et_al_2020
Butterflies,Aporia crataegi,VoltinismMax,1,Middleton-Welling_et_al_2020
Butterflies,Aporia crataegi,FlyingPeriodBreadth,5,Middleton-Welling_et_al_2020
Butterflies,Aporia crataegi,FlyingPeriodPosition,6.5,Middleton-Welling_et_al_2020
Butterflies,Aporia crataegi,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Aporia crataegi,OverwinteringLoc,Sb,Middleton-Welling_et_al_2020
Butterflies,Aporia crataegi,BaskingSite,Th,Middleton-Welling_et_al_2020
Butterflies,Aporia crataegi,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Aporia crataegi,MateLocatingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Aporia crataegi,MateLocatingLoc,Ns,Middleton-Welling_et_al_2020
Butterflies,Aporia crataegi,HostPlantType,Wp,Middleton-Welling_et_al_2020
Butterflies,Aporia crataegi,EggLayingLoc,Sb,Middleton-Welling_et_al_2020
Butterflies,Aporia crataegi,WingSpan,60.25,Middleton-Welling_et_al_2020
Butterflies,Aporia crataegi,HostPlantSpec,0.02532,Clarke_2022
Butterflies,Araschnia levana,EggLayingType,5_Lb,Middleton-Welling_et_al_2020
Butterflies,Araschnia levana,WingIndex,-0.009,Middleton-Welling_et_al_2020
Butterflies,Araschnia levana,VoltinismMax,3,Middleton-Welling_et_al_2020
Butterflies,Araschnia levana,FlyingPeriodBreadth,6,Middleton-Welling_et_al_2020
Butterflies,Araschnia levana,FlyingPeriodPosition,7,Middleton-Welling_et_al_2020
Butterflies,Araschnia levana,OverwinteringStage,P,Middleton-Welling_et_al_2020
Butterflies,Araschnia levana,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Araschnia levana,OverwinteringLoc,Ts,Middleton-Welling_et_al_2020
Butterflies,Araschnia levana,OverwinteringLoc,Sb,Middleton-Welling_et_al_2020
Butterflies,Araschnia levana,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Araschnia levana,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Araschnia levana,BaskingSite,Th,Middleton-Welling_et_al_2020
Butterflies,Araschnia levana,BaskingSite,Tc,Middleton-Welling_et_al_2020
Butterflies,Araschnia levana,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Araschnia levana,MateLocatingLoc,Be,Middleton-Welling_et_al_2020
Butterflies,Araschnia levana,MateLocatingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Araschnia levana,MateLocatingLoc,Hs,Middleton-Welling_et_al_2020
Butterflies,Araschnia levana,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Araschnia levana,EggLayingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Araschnia levana,WingSpan,33.5,Middleton-Welling_et_al_2020
Butterflies,Araschnia levana,HostPlantSpec,0.28868,Clarke_2022
Butterflies,Archon apollinus,EggLayingType,3_Sb,Middleton-Welling_et_al_2020
Butterflies,Archon apollinus,WingIndex,0.056,Middleton-Welling_et_al_2020
Butterflies,Archon apollinus,VoltinismMax,1,Middleton-Welling_et_al_2020
Butterflies,Archon apollinus,FlyingPeriodBreadth,5,Middleton-Welling_et_al_2020
Butterflies,Archon apollinus,FlyingPeriodPosition,4.5,Middleton-Welling_et_al_2020
Butterflies,Archon apollinus,OverwinteringStage,P,Middleton-Welling_et_al_2020
Butterflies,Archon apollinus,OverwinteringLoc,Bu,Middleton-Welling_et_al_2020
Butterflies,Archon apollinus,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Archon apollinus,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Archon apollinus,BaskingSite,Gr,Middleton-Welling_et_al_2020
Butterflies,Archon apollinus,PupalLoc,Bu,Middleton-Welling_et_al_2020
Butterflies,Archon apollinus,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Archon apollinus,WingSpan,57,Middleton-Welling_et_al_2020
Butterflies,Archon apollinus,HostPlantSpec,0.44721,Clarke_2022
Butterflies,Arethusana arethusa,EggLayingType,3_Sb,Middleton-Welling_et_al_2020
Butterflies,Arethusana arethusa,WingIndex,0.014,Middleton-Welling_et_al_2020
Butterflies,Arethusana arethusa,VoltinismMax,1,Middleton-Welling_et_al_2020
Butterflies,Arethusana arethusa,FlyingPeriodBreadth,5,Middleton-Welling_et_al_2020
Butterflies,Arethusana arethusa,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020
Butterflies,Arethusana arethusa,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Arethusana arethusa,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Arethusana arethusa,OverwinteringLoc,Ts,Middleton-Welling_et_al_2020
Butterflies,Arethusana arethusa,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Arethusana arethusa,PupalLoc,Bu,Middleton-Welling_et_al_2020
Butterflies,Arethusana arethusa,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Arethusana arethusa,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Arethusana arethusa,MateLocatingLoc,Rc,Middleton-Welling_et_al_2020
Butterflies,Arethusana arethusa,HostPlantType,Bi,Middleton-Welling_et_al_2020
Butterflies,Arethusana arethusa,HostPlantType,An,Middleton-Welling_et_al_2020
Butterflies,Arethusana arethusa,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Arethusana arethusa,EggLayingLoc,Bg,Middleton-Welling_et_al_2020
Butterflies,Arethusana arethusa,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Arethusana arethusa,WingSpan,41,Middleton-Welling_et_al_2020
Butterflies,Arethusana arethusa,HostPlantSpec,0.1005,Clarke_2022
Butterflies,Argynnis pandora,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Argynnis pandora,WingIndex,0.109,Middleton-Welling_et_al_2020
Butterflies,Argynnis pandora,VoltinismMax,2,Middleton-Welling_et_al_2020
Butterflies,Argynnis pandora,FlyingPeriodBreadth,7,Middleton-Welling_et_al_2020
Butterflies,Argynnis pandora,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020
Butterflies,Argynnis pandora,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Argynnis pandora,OverwinteringLoc,Su,Middleton-Welling_et_al_2020
Butterflies,Argynnis pandora,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Argynnis pandora,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Argynnis pandora,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Argynnis pandora,BaskingSite,Th,Middleton-Welling_et_al_2020
Butterflies,Argynnis pandora,BaskingSite,Sb,Middleton-Welling_et_al_2020
Butterflies,Argynnis pandora,BaskingSite,Tc,Middleton-Welling_et_al_2020
Butterflies,Argynnis pandora,PupalLoc,Bu,Middleton-Welling_et_al_2020
Butterflies,Argynnis pandora,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Argynnis pandora,HostPlantType,Bi,Middleton-Welling_et_al_2020
Butterflies,Argynnis pandora,HostPlantType,An,Middleton-Welling_et_al_2020
Butterflies,Argynnis pandora,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Argynnis pandora,EggLayingLoc,Bg,Middleton-Welling_et_al_2020
Butterflies,Argynnis pandora,EggLayingLoc,Sh,Middleton-Welling_et_al_2020
Butterflies,Argynnis pandora,EggLayingLoc,Th,Middleton-Welling_et_al_2020
Butterflies,Argynnis pandora,WingSpan,72,Middleton-Welling_et_al_2020
Butterflies,Argynnis pandora,HostPlantSpec,0.40825,Clarke_2022
Butterflies,Argynnis paphia,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Argynnis paphia,WingIndex,0.094,Middleton-Welling_et_al_2020
Butterflies,Argynnis paphia,VoltinismMax,1,Middleton-Welling_et_al_2020
Butterflies,Argynnis paphia,FlyingPeriodBreadth,6,Middleton-Welling_et_al_2020
Butterflies,Argynnis paphia,FlyingPeriodPosition,8,Middleton-Welling_et_al_2020
Butterflies,Argynnis paphia,OverwinteringStage,E,Middleton-Welling_et_al_2020
Butterflies,Argynnis paphia,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Argynnis paphia,OverwinteringLoc,Tr,Middleton-Welling_et_al_2020
Butterflies,Argynnis paphia,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Argynnis paphia,BaskingSite,Gr,Middleton-Welling_et_al_2020
Butterflies,Argynnis paphia,BaskingSite,Th,Middleton-Welling_et_al_2020
Butterflies,Argynnis paphia,BaskingSite,Sb,Middleton-Welling_et_al_2020
Butterflies,Argynnis paphia,BaskingSite,Tc,Middleton-Welling_et_al_2020
Butterflies,Argynnis paphia,PupalLoc,Gl,Middleton-Welling_et_al_2020
Butterflies,Argynnis paphia,MateLocatingLoc,Sb,Middleton-Welling_et_al_2020
Butterflies,Argynnis paphia,MateLocatingLoc,Tc,Middleton-Welling_et_al_2020
Butterflies,Argynnis paphia,MateLocatingLoc,Hs,Middleton-Welling_et_al_2020
Butterflies,Argynnis paphia,MateLocatingLoc,Ps,Middleton-Welling_et_al_2020
Butterflies,Argynnis paphia,MateLocatingLoc,Ls,Middleton-Welling_et_al_2020
Butterflies,Argynnis paphia,HostPlantType,Hp,Middleton-Welling_et_al_2020
Butterflies,Argynnis paphia,EggLayingLoc,Ca,Middleton-Welling_et_al_2020
Butterflies,Argynnis paphia,WingSpan,60.75,Middleton-Welling_et_al_2020
Butterflies,Argynnis paphia,HostPlantSpec,0.15811,Clarke_2022
Butterflies,Aricia agestis,EggLayingType,1_Se,Middleton-Welling_et_al_2020
Butterflies,Aricia agestis,WingIndex,-0.048,Middleton-Welling_et_al_2020
Butterflies,Aricia agestis,VoltinismMax,3,Middleton-Welling_et_al_2020
Butterflies,Aricia agestis,FlyingPeriodBreadth,7,Middleton-Welling_et_al_2020
Butterflies,Aricia agestis,FlyingPeriodPosition,7.5,Middleton-Welling_et_al_2020
Butterflies,Aricia agestis,OverwinteringStage,L,Middleton-Welling_et_al_2020
Butterflies,Aricia agestis,OverwinteringLoc,Su,Middleton-Welling_et_al_2020
Butterflies,Aricia agestis,OverwinteringLoc,Ss,Middleton-Welling_et_al_2020
Butterflies,Aricia agestis,BaskingSite,Bg,Middleton-Welling_et_al_2020
Butterflies,Aricia agestis,BaskingSite,Sh,Middleton-Welling_et_al_2020
Butterflies,Aricia agestis,BaskingSite,Gr,Middleton-Welling_et_al_2020
